"A","B","C","D","E","G","H","I","J","K","END"
"A1",0.167384156446781,0.0463383542319535,0.140987667073534,0.198211738776886,0.110468505138535,0.0985940735688349,0.060083746141533,0.0712542972035713,0.00981498280893681,0.0968624786094348,0
"B1",0.0175271142645613,0.102097464993701,0.2468569243483,0.126553144482164,0.00662257544514456,0.0751646063894465,0.0628272438277561,0.220716808955357,0.138539037411656,0.00309507988191437,0
"C1",0.0340238907931973,0.0722261681505739,0.0663277657419739,0.474812937847925,0.0597562765855526,0.0389197283508985,0.129719585780835,0.0245331193270685,0.0289103638810788,0.0707701635408967,0
"D1",0.121095747047596,0.0605945399977176,0.0657253823847634,0.243056852478562,0.025593311171133,0.175344892638732,0.0744911814274793,0.0613638334257784,0.0962457514823706,0.0764885079458683,0
"E1",0.0940094803659507,0.131743162040006,0.0777211914708451,0.00366888743311378,0.154099009362113,0.201006768543556,0.00414763765539551,0.0104908332088384,0.263358939850689,0.0597540900694929,0
"G1",0.12102846086486,0.209473581314884,0.196064636128365,0.00521417372853938,0.03595095309985,0.0525578591154138,0.0222078160445511,0.184951554155002,0.0901142154299013,0.0824367501186338,0
"H1",0.0068055553617228,0.0594464118462583,0.019079828611654,0.158326760409396,0.211885324810867,0.0994170205871557,0.0836629856333099,0.0749174639909902,0.208624789699395,0.0778338590492511,0
"I1",0.0209443760922692,0.111767061927149,0.0712878518328153,0.197180840666057,0.0820531546958157,0.0455997482970764,0.0326924995163728,0.0107145030285124,0.0101648828166423,0.41759508112729,0
"J1",0.0485954724399754,0.0630508149082059,0.00526884308484516,0.0590259429037142,0.193625677464006,0.506035718873578,0.00481538671292916,0.0976596464356744,0.0136616138180723,0.00826088335899959,0
"K1",0.078184793548116,0.0100592873150795,0.121290500572266,0.100790662309786,0.0766292970864435,0.403453674678732,0.101096121334453,0.00870093882709811,0.0473392788847477,0.0524554454432766,0
"A2",0.311750417067428,0.197334341942917,0.0577458055614622,0.0447554885425773,0.0226885879144255,0.0222933815556866,0.0504729970147298,0.116562777718261,0.136819384348056,0.039576818334457,0
"B2",0.154500000772729,0.0320974013551698,0.198326647116803,0.0118062211645311,0.196687163013575,0.0396939239293652,0.011803584885217,0.169263806798502,0.182632672115603,0.00318857884850533,0
"C2",0.0614623545572676,0.173442915761197,0.124055767976374,0.0016725259146142,0.121311224732139,0.0317364036489396,0.136741945643347,0.0481130975562607,0.0939374883619923,0.207526275847868,0
"D2",0.12708474961979,0.126651708425408,0.218317892177861,0.0157296723247672,0.057650430980502,0.117093820395395,0.102980829775779,0.0695834159383936,0.156880017014075,0.00802746334802849,0
"E2",0.0994253183766472,0.203289553832454,0.0421916524634764,0.101898065925846,0.183802903411819,0.0660251452302699,0.00310575622248934,0.250710727881749,0.00177258985370852,0.0477782868015393,0
"G2",0.0903061697320763,0.0387053084090428,0.129472354172112,0.0504480186037474,0.0153067745692259,0.0364715724117317,0.0815545717982424,0.43149923997451,0.0463191642644537,0.0799168260648583,0
"H2",0.106699599788667,0.186060195848682,0.110880670470549,0.0159637659171618,0.0529039575901972,0.115441209518045,0.0474569804102765,0.0810358017932207,0.220884057907368,0.0626737607558339,0
"I2",0.0339494020382673,0.0256226488028503,0.0589251984976003,0.186164947295136,0.098670573707959,0.0781228474078596,0.151391388364995,0.0198293573642091,0.0968204554793926,0.250503181041731,0
"J2",0.0225210231933567,0.0823609749041523,0.209209848028329,0.179789098354044,0.0340532698789374,0.0894186841366305,0.0347596882027985,0.063623372597757,0.172444692705786,0.111819347998209,0
"K2",0.0766345802341496,6.74090389527225e-05,0.117007306555071,0.075513442052213,0.149896659340603,0.147545386964104,0.00584416566806598,0.128371603854099,0.0474917163798657,0.251627729912877,0
"A3",0.0483562980082177,0.0732981674789216,0.0287540220883313,0.0906213912769369,0.107671842507059,0.00393945462471474,0.0626808545789361,0.228969187734208,0.157597438300801,0.0617414405582738,0.136369902843599
"B3",0.00547110289055429,0.0440589929170393,0.131924084130772,0.0363888106436869,0.23028863377272,0.239613360356599,0.000105062963682965,0.0387705123216082,0.254246725811698,0.0189275287054312,0.000205185486207383
"C3",0.149301423723433,0.125927508355688,0.157838745781949,0.270034196137061,0.0746597608917726,0.0350510619460017,0.0596800695297045,0.00504642301270025,0.0768996722308762,0.00833802840013931,0.0372231099906757
"D3",0.40508045831989,0.0850619092032848,0.00430932501083077,0.0926893436278569,0.020454199216631,0.0359099113589913,0.09207794976766,0.0471014306783761,0.00409354384544639,0.136577399910378,0.0766445290606553
"E3",0.075819169634048,0.313047676915593,0.161572375319112,0.000151350101470492,0.15413245339745,0.0384687072846265,0.0459577164479829,0.0433873654112895,0.0755412920381199,0.0788510197654281,0.0130708736848789
"G3",0.297418870764851,0.255822928246173,0.125277444152693,0.018840739883611,0.0535066028402907,0.0895454130632878,0.0180024188060781,0.0543293533451427,0.0598603341705889,0.0272266769738556,0.000169217753427872
"H3",0.351092160004352,0.00619677468540074,0.0754531963056587,0.108415739279716,0.0475491980333173,0.0678739433247284,0.0217118915550752,0.197286799518668,0.0160248678444481,0.0726835991238065,0.0357118303248293
"I3",0.195424104456314,0.199138624474291,0.000385615790887348,0.115951910899868,0.00359103827620132,0.056064374944064,0.202318329213928,0.00561249450700388,0.125365220948566,0.0931719357943845,0.00297635069449168
"J3",0.282893917398294,0.0205159504815,0.0181970731117732,0.0723085581687145,0.101821771108712,0.0241345636087958,0.00590263899759036,0.260976799767305,0.00842718693929335,0.190956446562914,0.0138650938551069
"K3",0.0229165920365251,0.00223241572992902,0.286293058299979,9.32763632000729e-05,0.000106433274487526,0.0316563527689507,0.201596545131195,0.292443173859955,0.10094744417911,0.0561630958130745,0.00555161254359371
"A4",0.224604433696311,0.00940896340660907,0.07725190726658,0.111590543771572,0.241269241996781,0.0267585882891268,0.00202760178584656,0.106778171035221,0.137530752701346,0.0461587828426152,0.0166210132079917
"B4",0.0452766851673664,0.0215245937571296,0.117473033834739,0.208683543946703,0.0258183045307906,0.131266101263276,0.186432802066911,0.0749428911118436,0.0417606307873928,0.0451644121295785,0.101657001404271
"C4",0.00628383206273515,0.0324491690765692,0.179602481332822,0.191677169839569,0.10708894104772,0.109916706752434,0.0626771221144168,0.0782062565373743,0.0248919374605967,0.00194648720150393,0.205259896574259
"D4",0.0963045445565641,0.0515308341115175,0.136573007040547,0.0288568699499786,0.210797269475526,0.0366864409329741,0.0159664258775729,0.104176273738002,0.0201014142944973,0.22269083744288,0.0763160825799417
"E4",0.052217046900296,0.00276111122726352,0.102357392560593,0.0642753410126621,0.0536246432724097,0.0264691454118074,0.0583716302598011,0.207260750671558,0.0483288517564515,0.0429117978617785,0.341422289065379
"G4",0.0542530104718092,0.066149199726689,0.172149515791221,0.143286249484826,0.226902264030733,0.0175635421446294,0.149386479596485,0.0214405119824309,0.0465342528527454,0.0704391460899752,0.0318958278284553
"H4",0.00635503029749145,0.0329737065088475,0.119292844683496,0.105810597427161,0.0118599585131673,0.0510787288962907,0.1569848067789,0.108992297878005,0.116530891449327,0.119385636427255,0.170735501140059
"I4",0.034703528083113,0.0169398545648817,0.0881886517850248,0.10522676379153,0.149161392583813,0.0311907283862545,0.0295566622629226,0.0698817493130709,0.0584035200340346,0.17003227243535,0.246714876760005
"J4",0.0548807398600994,0.0575190904768882,0.00116964186597045,0.309336372014919,0.0758232741262974,0.0485995026716651,0.0151893933787479,0.165686304258095,0.01398717484442,0.0944338887066404,0.163374617796258
"K4",0.120254210027758,0.0200505727593334,0.0214322859825021,0.258260475145659,0.0141889251816639,0.154692192222033,0.122621243548411,0.0106612931035118,0.0954880068800559,0.127154040272597,0.0551967548764749
