"1","2","3","4"
"A1",0.815003188004899,0.184996811995101,0,0
"B1",0.999987971538115,1.20284618849405e-05,0,0
"C1",0.980754695799349,0.0192453042006512,0,0
"D1",0.999210663785548,0.000789336214452004,0,0
"E1",0.999410503435683,0.000589496564316645,0,0
"G1",0.357190382019796,0.642809617980204,0,0
"H1",0.927139448168794,0.0728605518312055,0,0
"I1",0.99998446219754,1.55378024601546e-05,0,0
"J1",0.994323134950815,0.00567686504918519,0,0
"K1",0.793890396100219,0.206109603899781,0,0
"A2",0,0.999975371416773,2.46285832271613e-05,0
"B2",0,0.09278970836543,0.90721029163457,0
"C2",0,0.910540918034654,0.0894590819653465,0
"D2",0,0.957587118907716,0.0424128810922844,0
"E2",0,0.833164795880273,0.166835204119727,0
"G2",0,0.000415789540694624,0.999584210459305,0
"H2",0,0.670332117587059,0.329667882412941,0
"I2",0,0.864147206525085,0.135852793474915,0
"J2",0,0.846837947692332,0.153162052307668,0
"K2",0,0.99941247257807,0.00058752742192979,0
"A3",0,0,0.984817531009083,0.0151824689909169
"B3",0,0,0.759324486619898,0.240675513380102
"C3",0,0,0.984107907184025,0.0158920928159751
"D3",0,0,0.975118079310021,0.024881920689979
"E3",0,0,0.999975681250778,2.43187492216935e-05
"G3",0,0,0.761234298311685,0.238765701688315
"H3",0,0,0.796047216221293,0.203952783778707
"I3",0,0,0.956761896758022,0.0432381032419783
"J3",0,0,0.987554921446082,0.0124450785539183
"K3",0,0,0.41365193441597,0.58634806558403
"END3",0,0,1,0
"A4",0,0,0,1
"B4",0,0,0,1
"C4",0,0,0,1
"D4",0,0,0,1
"E4",0,0,0,1
"G4",0,0,0,1
"H4",0,0,0,1
"I4",0,0,0,1
"J4",0,0,0,1
"K4",0,0,0,1
"END4",0,0,0,1
