"1","2","3","4"
"A1",0.923939348003503,0.0760606519964968,0,0
"B1",0.999681247351781,0.000318752648219426,0,0
"C1",0.822620425882713,0.177379574117287,0,0
"D1",0.825113414887323,0.174886585112677,0,0
"E1",0.999723406864901,0.00027659313509919,0,0
"G1",0.999836580440731,0.000163419559269051,0,0
"H1",0.358188947936392,0.641811052063608,0,0
"I1",0.821738839333336,0.178261160666664,0,0
"J1",0.751035723556084,0.248964276443916,0,0
"K1",0.201478212431855,0.798521787568145,0,0
"A2",0,0.688694983313677,0.311305016686323,0
"B2",0,0.394463227867388,0.605536772132612,0
"C2",0,0.369750660114837,0.630249339885164,0
"D2",0,0.999278982326222,0.000721017673777717,0
"E2",0,0.818542621581767,0.181457378418233,0
"G2",0,0.999626951704734,0.00037304829526627,0
"H2",0,0.942131306364057,0.0578686936359432,0
"I2",0,0.999254123939848,0.000745876060152079,0
"J2",0,0.999709649610761,0.00029035038923886,0
"K2",0,0.770034047963199,0.229965952036801,0
"A3",0,0,0.99587968498762,0.00412031501237999
"B3",0,0,0.736193634346169,0.263806365653831
"C3",0,0,0.999775267792385,0.000224732207615395
"D3",0,0,0.240702360119375,0.759297639880625
"E3",0,0,0.999791529202211,0.000208470797789247
"G3",0,0,0.902994572857257,0.0970054271427433
"H3",0,0,0.501220943705595,0.498779056294405
"I3",0,0,0.551718043555904,0.448281956444096
"J3",0,0,0.815204839778072,0.184795160221928
"K3",0,0,0.999707223984674,0.000292776015325946
"END3",0,0,1,0
"A4",0,0,0,1
"B4",0,0,0,1
"C4",0,0,0,1
"D4",0,0,0,1
"E4",0,0,0,1
"G4",0,0,0,1
"H4",0,0,0,1
"I4",0,0,0,1
"J4",0,0,0,1
"K4",0,0,0,1
"END4",0,0,0,1
