"A","B","C","D","E","G","H","I","J","K","END"
"A1",0.2117397694672,0.107158363523817,0.130862044418625,0.210512246299034,0.134912118047208,0.0796417902351008,0.000100117500035228,0.0169176405683253,0.0441167108045578,0.0640391991360967,0
"B1",0.0110631376956446,0.0611982290667655,0.213967923561141,0.22200717984675,0.0097885483269376,0.123649802631104,0.0807550869850235,0.19255228175058,0.0743472828740669,0.0106705272619862,0
"C1",0.0756856491541443,0.0978607892719773,0.0699590971942961,0.460152796942251,0.000109181306968947,0.0154754451846186,0.130726719904925,0.0215679695985131,0.0215230973104422,0.106939254131863,0
"D1",0.14068372440868,0.0501571729432664,0.0506235947494621,0.223800010416103,0.0336665364972059,0.20125354601208,0.0644268583046267,0.0782752346297905,0.0785673049136779,0.0785460171251084,0
"E1",0.145206105252358,0.102784343236556,0.0760536424937028,0.000100091688691172,0.106417759862662,0.14404196412514,0.000100309373691021,0.000104097523093255,0.349204103982587,0.0759875824615178,0
"G1",0.0222278912545464,0.172528726648492,0.31934899213327,0.000109884686674391,0.0534765040885048,0.0815811244843125,0.0199000832193784,0.180280250648558,0.0718595075664463,0.0786870352698184,0
"H1",0.000100566894505322,0.0580011956355781,0.0573321603953426,0.231488234122352,0.173756107708181,0.090023153801542,0.0482986558047748,0.108664362968998,0.116324547333904,0.116011015334823,0
"I1",0.0685966085582256,0.085338438650224,0.0862519215770086,0.2133304046493,0.0576042677009745,0.0309723218285043,0.017076449399193,0.0321306419125644,0.0285663568143809,0.380132588909625,0
"J1",0.0152335068990812,0.074613243963609,0.000100652121565834,0.029910884218609,0.224403370209608,0.491250321264549,0.0149378934235109,0.149347072402302,0.000101327630307947,0.000101727866857566,0
"K1",0.0678824384160576,0.0345268799209512,0.134951453947817,0.148378063966927,0.0491190889935123,0.416418134200434,0.0875571281529986,0.00901721552929272,0.0391937318915013,0.0129558649805074,0
"A2",0.24106221361759,0.248308714440293,0.0727701427961595,0.0244130481675973,0.0223731890154739,0.000331195669571119,0.000172012047927669,0.191313393681339,0.199111337753902,0.00014475281014628,0
"B2",0.256024810250191,0.149976037338472,0.000236044787616109,0.000114390154527666,0.000143475738482574,0.444640329414666,0.000108258775142175,0.000625727020066502,0.14802866017211,0.000102266348725857,0
"C2",0.0430170684770409,0.19366830117425,0.171867988205612,0.000132609162626044,0.188298713654603,0.0227440802285199,0.0850119419709388,0.0702458073364858,0.0703486082309364,0.154664881558988,0
"D2",0.0687168980935757,0.24158224976812,0.186321505909756,0.000127059955593846,0.0700577017914804,0.187439228077426,0.0572463639164465,0.0254603070953484,0.139361917853159,0.0236867675390935,0
"E2",0.0767105457840167,0.321758317245533,0.0664241732347598,0.065049911766425,0.154243224683012,0.000157413294371668,9.99443785007547e-05,0.217654792232429,0.000110974788056439,0.0977907025928949,0
"G2",0.125708198918838,0.0542140497683995,0.141201861156729,0.0180357502862466,0.00010141082465149,0.00509200020384362,0.101344252109393,0.494315682259827,0.0186445111073399,0.0413422833647331,0
"H2",0.100627179486297,0.18135899485816,0.0293830616623272,0.0590548099678219,0.000101103139250454,0.119009418057262,0.0792292157489101,0.230602919005234,0.200502972917248,0.000130325157488787,0
"I2",0.0197240344657377,0.0423671026090143,0.0521104456126734,0.239530187517794,0.0739313106157753,0.0509673659149016,0.129116956928836,0.0415092223243874,0.105399340545431,0.245344033465449,0
"J2",0.0730016772555214,0.112605071372196,0.192140924520438,0.219149555390902,0.033377080863225,0.0549566578221729,0.0175991676696235,0.0631912893607396,0.157006909889451,0.0769716658557304,0
"K2",0.100560433892811,0.000146509526849092,0.124477453224228,0.0230731741274669,0.134098377814082,0.12482619591522,0.000182483814711901,0.0975014259006515,0.0975303744013511,0.297603571382629,0
"A3",0.0545314468465788,0.051712908789753,0.0313978013660971,0.0774609242412412,0.129336973447446,0.000150361542694906,0.117215255373076,0.187036575928867,0.13755622624483,0.109273662212482,0.104327864006934
"B3",0.00750219727665219,0.0801046181646537,0.177783713956631,0.0195570092524683,0.23047479453952,0.20646380940619,0.000168454118400452,0.052867718857906,0.188143149525921,0.0368102930166103,0.000124241885047656
"C3",0.183558272320372,0.0404967997946812,0.171183158796922,0.323373966033535,0.089027761942228,0.000134465682359865,0.088944967589533,0.025991344625003,0.0513887527089888,0.000100128475147855,0.0258003820312284
"D3",0.470425343069515,0.0431095933863153,0.000403221192401953,0.126290046130984,0.0518780539823378,0.000148520526186896,0.12681100055295,0.0276002502176816,0.00012103514580317,0.105351835891662,0.0478610999041633
"E3",0.104994957477318,0.190787829941232,0.16202860375919,0.000117628654600225,0.18271579183006,0.0528157447850137,0.0206141263177506,0.0730565475560278,0.0797508045070267,0.132114539106728,0.00100342606505375
"G3",0.262787781663239,0.28652093987394,0.167654358567209,0.000100104061730131,0.000164982939609258,0.106511960660798,0.0602164405712677,0.0609889603703397,0.0547853761256658,0.000169193293360825,9.99018728396544e-05
"H3",0.27299214482618,0.00016500357765133,0.155263358425219,0.0610145163615173,9.99829463841171e-05,0.0637586151121424,0.0327931443421549,0.131153935244069,0.0406212428527461,0.133183340636464,0.108954715675473
"I3",0.247558365084597,0.155729801207557,0.000159623071673098,0.136242966247215,0.0306946509623264,0.0216963403515494,0.182255979142181,0.000173173695787879,0.173662751662383,0.0517193004667485,0.000107048107982767
