"1","2","3","4"
"A1",0.982259493202646,0.0177405067973537,0,0
"B1",0.999321714419964,0.000678285580035639,0,0
"C1",0.971214507990716,0.0287854920092841,0,0
"D1",0.99936066437322,0.000639335626779473,0,0
"E1",0.19859096492804,0.80140903507196,0,0
"G1",0.910034469949412,0.0899655300505878,0,0
"H1",0.893670992076725,0.106329007923275,0,0
"I1",0.956106623829126,0.043893376170874,0,0
"J1",0.99969505527618,0.000304944723819736,0,0
"K1",0.93619855013606,0.0638014498639405,0,0
"A2",0,0.779590906334443,0.220409093665557,0
"B2",0,0.999747649316803,0.000252350683196538,0
"C2",0,0.999789968526557,0.00021003147344308,0
"D2",0,0.888914762064138,0.111085237935862,0
"E2",0,0.179441552042852,0.820558447957148,0
"G2",0,0.915447816089805,0.0845521839101955,0
"H2",0,0.878696188124583,0.121303811875417,0
"I2",0,0.0730149212795195,0.926985078720481,0
"J2",0,0.879052419693721,0.120947580306279,0
"K2",0,0.935158180555595,0.0648418194444047,0
"A3",0,0,0.999812204348447,0.000187795651552458
"B3",0,0,0.999785034649666,0.000214965350334158
"C3",0,0,0.999823047379185,0.000176952620815299
"D3",0,0,0.920029317287142,0.0799706827128584
"E3",0,0,0.809907412555549,0.190092587444451
"G3",0,0,0.345640817275646,0.654359182724354
"H3",0,0,0.999872878695748,0.000127121304251791
"I3",0,0,0.99982740585016,0.000172594149840063
"J3",0,0,0.999847182983468,0.000152817016531682
"K3",0,0,0.999787267079037,0.00021273292096247
"END3",0,0,1,0
"A4",0,0,0,1
"B4",0,0,0,1
"C4",0,0,0,1
"D4",0,0,0,1
"E4",0,0,0,1
"G4",0,0,0,1
"H4",0,0,0,1
"I4",0,0,0,1
"J4",0,0,0,1
"K4",0,0,0,1
"END4",0,0,0,1
