"A","B","C","D","E","G","H","I","J","K","END"
"A1",0.0156501089525322,0.0636200495925238,0.0396807074387587,0.011935170288476,0.0374987020710622,0.00612885229613467,0.346811035666069,0.208498433329944,0.107303730258143,0.162873210106357,0
"B1",0.0866210555110523,0.0510822507327931,0.131097341548686,0.312514498346662,0.154285190544973,0.0708600035214882,0.055408956514286,0.100538759904132,0.028590399359749,0.00900154401617903,0
"C1",0.0113563249235335,0.314210397435652,0.012473465613077,0.0899899534021024,0.147269102702527,0.087183752777627,0.0471564570128847,0.0810084521154498,0.0875226472021856,0.121829446814961,0
"D1",0.0413326942342423,0.00423557001157438,0.0165106160965669,0.0502806617660824,0.137181438412157,0.118406503014741,0.115142919173385,0.376538423411856,0.0252312108765767,0.115139963002819,0
"E1",0.225200198062859,0.0333161507103677,0.216107550900452,0.0817593863243214,0.0772122761074733,0.11916769234772,0.00295006310071727,0.0585876542886943,0.0574507197438847,0.12824830841351,0
"G1",0.086036561283654,0.171705865162607,0.262660860771008,0.0256629864987039,0.00064662116140211,0.000207772151160828,0.352579105614414,0.0135927974405084,0.00140377127827464,0.0855036586382669,0
"H1",0.100080749874319,0.0413476067757165,0.177019928592127,0.0734183359136625,0.0712491292897905,0.027929239323543,0.0712628101817451,0.00833799067671727,0.301167107714289,0.128187101658091,0
"I1",0.00393265979315879,0.202713862216672,0.120710169719513,0.161575065525742,0.0541031043206139,0.0093822798311677,0.0105368813411849,0.389836954518667,0.0217264923477195,0.0254825303855615,0
"J1",0.144510111520217,0.0152863958830445,0.0266897255299786,0.0126661029227845,0.22031415448173,0.0103089717094584,0.354803724956276,0.0608452696686316,0.084251343734511,0.070324199593369,0
"K1",0.00996570791295151,0.126179099181124,0.200247260868309,0.00778265265803917,0.235080234517233,0.0144150181374737,0.0605029277864962,0.0583559016454325,0.215767998428929,0.0717031988640104,0
"A2",0.123878021132857,0.00238046538953507,0.157004526399152,0.0370825158729351,0.068002301533064,0.11395040700867,0.358398000947542,0.0216416577209537,0.0306789561558763,0.0869831478394153,0
"B2",0.0571396997504183,0.128432962761343,0.145614278698535,0.0688702121865556,0.163312423281329,0.123824097986317,0.0085755286874794,0.0146530466368945,0.0572568607733388,0.232320889237789,0
"C2",0.0165858332464447,0.0845918043554851,0.337298027424578,0.157890817802293,0.169478435784244,0.0104422350277515,0.0282619040162311,0.00323613591723577,0.115556726859669,0.0766580795660674,0
"D2",0.249442759144681,0.0813731176448634,0.219848178023059,0.143741262805497,0.0166706747884609,0.0512675804188794,0.0046573516803548,0.114240090896531,0.0632557273441763,0.0555032572534961,0
"E2",0.038788363091133,0.133722287083448,9.47978867333161e-05,0.134644956557317,0.030611487086133,0.0262574595495559,0.253735470056013,0.126003454060563,0.0686616077319141,0.18748011689719,0
"G2",0.0621816917052859,0.00636415534057876,0.0212163263725241,0.0159554833016844,0.0168136593272451,0.384490878086203,0.0782239440943177,0.163198669468443,0.113160670900081,0.138394521403637,0
"H2",0.112847309500904,0.0165239347319786,0.0128653156902983,0.206433929997351,0.0665630005084759,0.366818668983579,0.0373651131840437,0.014704074865645,0.0323444915064782,0.133534161031246,0
"I2",0.0782327957285993,0.279280496852954,0.00368258429517206,0.0854836470294243,0.135577283866903,0.00223028822215052,0.107768066609874,0.040881982410607,0.118526227234712,0.148336627749606,0
"J2",0.129497222726117,0.0234241605900701,0.0152612875134509,0.0477470480204638,0.0159826780199799,0.153879999033022,0.157264284738993,0.135370270298374,0.21263398129491,0.10893906776462,0
"K2",0.0429828386636586,0.0257521325574765,0.0596031949548873,0.0389201774706024,0.0221438215954708,0.186610017575135,0.0826009626107888,0.0260288729634624,0.132815000727541,0.382542980880977,0
"A3",0.0266615759609995,0.00495136804358772,0.0173014763302703,0.0648359013928084,0.219684407554173,0.0680933780216039,0.0090457285876624,0.11942364324052,0.342670000204498,0.11923098347006,0.00810153719381625
"B3",0.0593819523070726,0.218746560707473,0.0453624293461668,0.0575213024624263,0.30233559780127,0.0761953565632285,0.0113160930830895,0.00901931637538648,0.00727569846680849,0.208729969211035,0.00411572367604372
"C3",0.00205811772751653,0.118156895269587,0.00365362880170669,0.154934776276619,0.256293615432283,0.0137985662417384,0.0458462000959125,0.000330530384920301,0.148947949078788,0.251599817481271,0.00437990320965666
"D3",0.000906577738432051,0.0372511179560155,0.0142160569490896,0.00349422895496635,0.0303000896624928,0.366705694448525,0.114218849584848,0.293685986624715,0.126642168187272,0.00951059186649138,0.00306863802715277
"E3",0.00379464215326568,0.0933959095397811,0.0210826185926684,0.0254269896350595,0.108738301492867,0.0480097397672681,0.0648607616101104,0.281237108487863,0.0841281138348788,0.184996193820127,0.0843296210661109
"G3",0.0465266345159276,0.152704622095917,0.0221181308815018,0.240563926690214,0.0223786547126143,0.019855636017523,0.0483979112436112,0.366351978965522,0.0227295725843355,0.0574603992450321,0.000912533047802509
"H3",0.029520879970082,0.085200277767799,0.0157350132746185,0.000915356410903071,0.0721499364519579,0.0758768466424395,0.169302130496973,0.270801332429823,0.221268419496283,0.0589807865937065,0.000249020465413835
"I3",0.124082501660308,0.111016479678712,0.0566372528597157,0.1935224549449,0.0742642830031882,0.0436906666094734,0.132206484900508,0.0735922263411025,0.111882179318806,0.039104034972761,0.0400014357105251
"J3",0.0740723746562017,0.158291110366736,0.236627101170755,0.0214663084980947,0.0156121441355821,0.102328972488279,0.0670335207698012,0.168581429797573,0.0424667859626407,0.0758370392858651,0.037683212868472
"K3",0.235858628915836,0.0743958526169726,0.0151696953699708,0.0812684655965985,0.0245922406144593,0.348596780189366,0.0788560054825602,0.0295861904681125,0.099785792996859,0.0100250605582933,0.0018652871909724
"A4",0.107641741005566,0.064629996961492,0.0702015971202997,0.223622307714444,0.0250633769342134,0.109622617804178,0.179957731376786,0.039737343230575,0.0226684138654975,0.0348142418513895,0.122040632135558
"B4",0.140183066473814,0.126371839717554,0.00988520989460764,0.00114755392009377,0.168548012321589,0.0911677755944814,0.122291296649201,0.139940895001727,0.0417082847591193,0.00524716818548871,0.153508897482323
"C4",0.117013375339676,0.0117037327727719,0.0422973410240236,0.00664830015302606,0.0693721692764412,0.115965460070345,0.196597947691265,0.152677968846014,0.0169593378545312,0.223433762101972,0.0473306048699341
"D4",0.115364282950703,0.295393110579693,0.103815298489655,0.117530021350518,0.025785380761445,0.051462389930622,0.00376265668525812,0.0574321193814558,0.133261415373129,0.0105191949988472,0.0856741294986748
"E4",0.349584611012222,0.0494316731523549,0.0651101725032077,0.0773945723251708,0.0626393032098227,0.0667440266040123,0.0122158098504166,0.0972944267863352,0.0452793104713835,0.153677363584186,0.0206287305008885
"G4",0.0105198267523377,0.00358155637112672,0.0427778005429554,0.00223857444676821,0.0723815437696686,0.303929454437472,0.0218211753745343,0.0608448870553763,0.0013739874195851,0.34684870536173,0.133682488468445
"H4",0.051011223718781,0.0295993389091517,0.0167139889955154,0.077842580363307,0.0977147184523931,0.0546735265678888,0.0590222734079143,0.174750487824241,0.135283971386615,0.0744664180869553,0.228921472287237
"I4",0.049293372680611,0.150939557891409,0.0728931525818089,0.123871947930012,0.17646718488742,0.10539691526902,0.0700740468731081,0.0891449078230186,0.090061012349666,0.0465523878918189,0.0253055138221082
"J4",0.039806438523138,0.012074266913005,0.0867250789289346,0.0968859605614813,0.0623534446930764,0.0847263520227069,0.0322561983584184,0.072191829831363,0.453233322726752,0.0289894379366128,0.0307576695045118
"K4",0.105831690991056,0.0686073208752889,0.129434868442201,0.00667079598463576,0.0374347067552241,0.269292197988501,0.0271195297130008,0.110994480784986,0.147327908270369,0.0381981799836706,0.0590883202110666
