"1","2","3","4"
"A1",0.840787240918141,0.159212759081859,0,0
"B1",0.989213329621955,0.0107866703780449,0,0
"C1",0.608025062535908,0.391974937464092,0,0
"D1",0.980421139733152,0.0195788602668481,0,0
"E1",0.996065055083845,0.0039349449161547,0,0
"G1",0.999955908260563,4.40917394371124e-05,0,0
"H1",0.999990555442288,9.44455771238599e-06,0,0
"I1",0.552654436705834,0.447345563294166,0,0
"J1",0.900433069508787,0.0995669304912129,0,0
"K1",0.917992986461073,0.0820070135389273,0,0
"A2",0,0.690786865500063,0.309213134499937,0
"B2",0,0.981509563339668,0.018490436660332,0
"C2",0,0.999943093725153,5.69062748470837e-05,0
"D2",0,0.926111048261237,0.0738889517387626,0
"E2",0,0.00637082843249323,0.993629171567507,0
"G2",0,0.99980053330733,0.000199466692669981,0
"H2",0,0.695773343156755,0.304226656843245,0
"I2",0,0.99481917796731,0.00518082203268963,0
"J2",0,0.664228543674939,0.335771456325061,0
"K2",0,0.150067771320798,0.849932228679202,0
"A3",0,0,0.945099718529047,0.054900281470953
"B3",0,0,0.979253849218617,0.0207461507813829
"C3",0,0,0.532670464374511,0.467329535625489
"D3",0,0,0.290249230996939,0.709750769003062
"E3",0,0,0.846918644673175,0.153081355326825
"G3",0,0,0.999205313387161,0.000794686612839316
"H3",0,0,0.0926849283816766,0.907315071618323
"I3",0,0,0.131118186499753,0.868881813500247
"J3",0,0,0.996604764066292,0.00339523593370807
"K3",0,0,0.274898477592436,0.725101522407564
"END3",0,0,1,0
"A4",0,0,0,1
"B4",0,0,0,1
"C4",0,0,0,1
"D4",0,0,0,1
"E4",0,0,0,1
"G4",0,0,0,1
"H4",0,0,0,1
"I4",0,0,0,1
"J4",0,0,0,1
"K4",0,0,0,1
"END4",0,0,0,1
