"A","B","C","D","E","G","H","I","J","K","END"
"A1",0.0174025364679137,0.0133052722943772,0.00523926037415024,0.154197370118767,0.032263227943202,0.0897112238909285,0.0284611210775679,0.218230703509496,0.373328094245242,0.0678611900783555,0
"B1",0.039154300730157,0.488573054574156,0.00514327671352479,0.00163734815175178,0.17853450197443,0.0375669336781418,0.195420129152334,0.0144930208847233,0.0301436700474733,0.00933376409330734,0
"C1",0.147918774706735,0.058947037280853,0.0798883451436077,0.0312833366611569,0.25427856615874,0.0958245685814404,0.267847726380031,0.0283969058097972,0.00727077865783185,0.0283439606198065,0
"D1",0.0902684630485094,0.0553122380034506,0.158399886540176,0.284890987245543,0.177140658961392,0.0442096849835442,0.100071642823274,0.0532401762965203,0.0280119052573491,0.00845435684024218,0
"E1",0.0178701357800184,0.0828777967648012,0.126295667104198,0.123780548450043,0.130501788523779,0.311068833042438,0.00455243882437672,0.00900388507228151,0.0434708354840168,0.150578070954047,0
"G1",0.118554850472566,0.00777243210198314,0.262627147861981,0.121418265993686,0.256690853839977,0.0215963482814581,0.00806518553863686,0.0296687818321359,0.133460218269322,0.0401459158082535,0
"H1",0.106150180825424,0.212350773287231,0.199106562626666,0.0701937453210119,0.0120799288165031,0.0242966266926923,0.296349762135746,0.0293602949125836,0.0332843846945669,0.0168277406875746,0
"I1",0.159385370673509,0.150336777140329,0.270608557468263,0.0106143917040238,0.0738525272885397,0.0316139414611477,0.123503743484634,0.111051182618184,0.0106232131207705,0.0584102950405993,0
"J1",0.0646009904999419,0.154212316115916,0.0109695534721338,0.196625448714844,0.146420929296089,0.111018266326886,0.0203532944255625,0.0129421251492258,0.244525751448331,0.03833132455107,0
"K1",0.00567053311483966,0.0596309149333095,0.142887888207708,0.1145635365176,0.0616585264057936,0.079994307128279,0.157719676176752,0.0812979414981321,0.0126184145692808,0.283958261448306,0
"A2",0.0509076921220261,0.0794097370863013,0.0523834171282003,0.00860643624060638,0.0379763858865166,0.122332637993549,0.256590335772484,0.0669501779343379,0.283353550200122,0.0414896296358572,0
"B2",0.0415424805842095,0.0184765424232632,0.129990542869489,0.131549377546645,0.124911138639668,0.0187196411915938,0.437832586677102,0.00963491053254993,0.0237412679648879,0.0636015115705917,0
"C2",0.00797555623405491,0.0200680260849281,0.0598500007885253,0.29682916781987,0.0960335985131688,0.0258706458899137,0.0489037937609255,0.111043424455151,0.16548914946241,0.167936636991053,0
"D2",0.136474774580125,0.0917869450732015,0.015809986612674,0.115124522485408,0.129282617302802,0.117478107789645,0.146462826296617,0.102868685718633,0.031011742687658,0.113699791453238,0
"E2",0.0730293694777462,0.00376845579044927,0.0945537827564293,0.058374860629635,0.168436425185857,0.0664351282134718,0.0368203863662082,0.162094052198086,0.108315586724979,0.228171952657139,0
"G2",0.238737195312352,0.0181899106328205,0.115313415787212,0.0347829071491544,0.312067541303995,0.114698791502342,0.00776320026165156,0.0283799731478302,0.0229619691623735,0.107105095740269,0
"H2",0.0533489310597283,0.0690116907212495,0.103682888251259,0.201591039314895,0.15535767782457,0.0221883420953732,0.0381118354162621,0.147671322601008,0.122269609647818,0.0867666630678372,0
"I2",0.0471646480906425,0.154073967823158,0.00790401213279768,0.0789058121310462,0.123314737548355,0.0823343407876004,0.12226708274329,0.0785166946459466,0.200257005494906,0.105261698602257,0
"J2",0.0207669355082404,0.0271553035228409,0.150777407721943,0.00426052219475468,0.00707521016377892,0.045018546756079,0.167953482044989,0.153342609922978,0.0212168245233109,0.402433157641086,0
"K2",0.0270460439493228,0.0302502394208715,0.0286192870682856,0.069939174318486,0.050508727354188,0.119506907312605,0.0544505944298458,0.062817120886576,0.0427334730861165,0.514128432173703,0
"A3",0.0623443387217169,0.0296128740704501,0.000192642235358169,0.0128850499980571,0.103746372144554,0.00956534882634345,0.00779044746024575,0.232172427861075,0.370009727065046,0.00899452504871653,0.162686246568437
"B3",0.152443413735517,0.115531984319875,0.135106447671985,0.100114608941374,0.247432779856033,0.0649244729369596,0.0392353465910236,0.000605257757767696,0.00328402219338421,0.0245494571241505,0.11677220887193
"C3",0.000864361289058067,0.0236337316497842,0.131203728346295,0.0294513845235534,0.0733135200856428,0.0554381045928599,0.173469496480369,0.168177617648775,0.003673133959266,0.0475103499862315,0.293264571438165
"D3",0.0123941961016043,0.0181618302964158,0.335859074248146,0.00265308241052399,0.0162513398817193,0.15425947256119,0.0887780094178531,0.253343805366116,0.109672002735407,0.0080126061771808,0.000614580803842415
"E3",0.0733813593072134,0.0337034580667722,0.024392407916103,0.0210847946890474,0.143300893800893,0.0397343400584116,0.114223442759389,0.161022479116488,0.0665176429374056,0.322638841586742,3.39761535514773e-07
