"1","2","3","4"
"A1",0.711097987960103,0.288902012039897,0,0
"B1",0.93937518986102,0.0606248101389804,0,0
"C1",0.709544514846081,0.290455485153919,0,0
"D1",0.8647403880859,0.1352596119141,0,0
"E1",0.999776306548283,0.000223693451717386,0,0
"G1",0.674437568058856,0.325562431941144,0,0
"H1",0.999798072097899,0.000201927902101482,0,0
"I1",0.244279138954801,0.755720861045199,0,0
"J1",0.663018597432553,0.336981402567447,0,0
"K1",0.999836999646402,0.000163000353597591,0,0
"A2",0,0.928474521688597,0.0715254783114028,0
"B2",0,0.999817918864956,0.000182081135043851,0
"C2",0,0.597291288506662,0.402708711493338,0
"D2",0,0.999770700758322,0.000229299241678107,0
"E2",0,0.471429381026,0.528570618974,0
"G2",0,0.556679345997175,0.443320654002825,0
"H2",0,0.951946328625776,0.0480536713742236,0
"I2",0,0.598724119230168,0.401275880769832,0
"J2",0,0.950304666285128,0.0496953337148725,0
"K2",0,0.895202331479048,0.104797668520952,0
"A3",0,0,0.518810029726142,0.481189970273858
"B3",0,0,0.852613450447549,0.147386549552451
"C3",0,0,0.885096659873276,0.114903340126724
"D3",0,0,0.999379485252197,0.000620514747803306
"E3",0,0,0.722443791697003,0.277556208302997
"G3",0,0,0.644564774421077,0.355435225578923
"H3",0,0,0.845900228273612,0.154099771726388
"I3",0,0,0.985663106523415,0.0143368934765848
"J3",0,0,0.734019622524488,0.265980377475512
"K3",0,0,0.998612687082565,0.00138731291743485
"END3",0,0,1,0
"A4",0,0,0,1
"B4",0,0,0,1
"C4",0,0,0,1
"D4",0,0,0,1
"E4",0,0,0,1
"G4",0,0,0,1
"H4",0,0,0,1
"I4",0,0,0,1
"J4",0,0,0,1
"K4",0,0,0,1
"END4",0,0,0,1
