"1","2","3","4"
"A1",0.986545573595249,0.0134544264047508,0,0
"B1",0.991916903774071,0.00808309622592887,0,0
"C1",0.585735516366728,0.414264483633271,0,0
"D1",0.993245892304168,0.00675410769583164,0,0
"E1",0.999997839851367,2.16014863318311e-06,0,0
"G1",0.84417263842126,0.15582736157874,0,0
"H1",0.998051620609259,0.00194837939074102,0,0
"I1",0.979703790668102,0.0202962093318984,0,0
"J1",0.786959298904535,0.213040701095465,0,0
"K1",0.99016966972837,0.00983033027162982,0,0
"A2",0,0.683188960879106,0.316811039120894,0
"B2",0,0.965629780359657,0.0343702196403433,0
"C2",0,0.985067121413344,0.0149328785866564,0
"D2",0,0.992749813403494,0.00725018659650645,0
"E2",0,0.999949597926751,5.04020732493936e-05,0
"G2",0,0.645190359107471,0.354809640892529,0
"H2",0,0.0361624668122598,0.96383753318774,0
"I2",0,0.457135787288229,0.542864212711771,0
"J2",0,0.373794745463662,0.626205254536338,0
"K2",0,0.707839943577426,0.292160056422574,0
"A3",0,0,0.993265277008457,0.00673472299154269
"B3",0,0,0.999632423030243,0.00036757696975662
"C3",0,0,0.974137349925454,0.0258626500745456
"D3",0,0,0.842307786679107,0.157692213320893
"E3",0,0,0.999084248685725,0.000915751314274961
"G3",0,0,0.998053234468188,0.00194676553181202
"H3",0,0,0.99999935799079,6.42009209849991e-07
"I3",0,0,0.988813548668192,0.0111864513318075
"J3",0,0,0.898106564348602,0.101893435651398
"K3",0,0,0.719803359149491,0.280196640850509
"END3",0,0,1,0
"A4",0,0,0,1
"B4",0,0,0,1
"C4",0,0,0,1
"D4",0,0,0,1
"E4",0,0,0,1
"G4",0,0,0,1
"H4",0,0,0,1
"I4",0,0,0,1
"J4",0,0,0,1
"K4",0,0,0,1
"END4",0,0,0,1
