"1","2","3","4"
"A1",0.996467014010469,0.00353298598953092,0,0
"B1",0.99999992658189,7.3418110106484e-08,0,0
"C1",0.995901770030771,0.00409822996922936,0,0
"D1",0.605148330103246,0.394851669896754,0,0
"E1",0.997125156547573,0.0028748434524267,0,0
"G1",0.991604639290515,0.00839536070948517,0,0
"H1",0.560620371942877,0.439379628057123,0,0
"I1",0.849984155978798,0.150015844021202,0,0
"J1",0.975747754689595,0.0242522453104049,0,0
"K1",0.884739333492886,0.115260666507114,0,0
"A2",0,0.903571953826468,0.096428046173532,0
"B2",0,0.547651172181836,0.452348827818164,0
"C2",0,0.174855173865205,0.825144826134795,0
"D2",0,0.274077228026616,0.725922771973384,0
"E2",0,0.99957653358472,0.000423466415279717,0
"G2",0,0.821645416548569,0.178354583451431,0
"H2",0,0.993995485080134,0.00600451491986607,0
"I2",0,0.9979597190534,0.00204028094660039,0
"J2",0,0.873028368793583,0.126971631206417,0
"K2",0,0.480736754341627,0.519263245658373,0
"A3",0,0,0.518739670766514,0.481260329233486
"B3",0,0,0.935377318277391,0.064622681722609
"C3",0,0,0.923398795799872,0.0766012042001281
"D3",0,0,0.999139252922565,0.00086074707743505
"E3",0,0,0.999969104627633,3.08953723670727e-05
"G3",0,0,0.999597378923378,0.000402621076621614
"H3",0,0,0.0324933802477048,0.967506619752295
"I3",0,0,0.361043029916446,0.638956970083554
"J3",0,0,0.851138858471392,0.148861141528608
"K3",0,0,0.998955059501975,0.00104494049802479
"END3",0,0,1,0
"A4",0,0,0,1
"B4",0,0,0,1
"C4",0,0,0,1
"D4",0,0,0,1
"E4",0,0,0,1
"G4",0,0,0,1
"H4",0,0,0,1
"I4",0,0,0,1
"J4",0,0,0,1
"K4",0,0,0,1
"END4",0,0,0,1
