"1","2","3","4"
"A1",0.999824043353708,0.000175956646291842,0,0
"B1",0.99061982850887,0.00938017149112957,0,0
"C1",0.943529116232743,0.0564708837672565,0,0
"D1",0.546045530904708,0.453954469095292,0,0
"E1",0.999646878269121,0.000353121730878757,0,0
"G1",0.997877969559799,0.0021220304402012,0,0
"H1",0.655620830670176,0.344379169329824,0,0
"I1",0.858347285084654,0.141652714915346,0,0
"J1",0.99943599997285,0.00056400002715008,0,0
"K1",0.99830497824364,0.00169502175636047,0,0
"A2",0,0.896477207778497,0.103522792221503,0
"B2",0,0.608009590648741,0.391990409351259,0
"C2",0,0.434367535386473,0.565632464613527,0
"D2",0,0.000527807925334036,0.999472192074666,0
"E2",0,0.999775029269066,0.000224970730933962,0
"G2",0,0.842937429659974,0.157062570340026,0
"H2",0,0.999661768638527,0.000338231361473111,0
"I2",0,0.78205745055994,0.21794254944006,0
"J2",0,0.999224277263594,0.000775722736405931,0
"K2",0,0.619617540614845,0.380382459385155,0
"A3",0,0,0.541273433211074,0.458726566788926
"B3",0,0,0.974251858474857,0.0257481415251431
"C3",0,0,0.948889409293083,0.0511105907069165
"D3",0,0,0.997309732339917,0.00269026766008281
"E3",0,0,0.999622020395975,0.000377979604025061
"G3",0,0,0.99975048784785,0.000249512152150095
"H3",0,0,0.249046494954326,0.750953505045674
"I3",0,0,0.577327588010677,0.422672411989323
"J3",0,0,0.73009688960417,0.26990311039583
"K3",0,0,0.999713886211524,0.000286113788475652
"END3",0,0,1,0
"A4",0,0,0,1
"B4",0,0,0,1
"C4",0,0,0,1
"D4",0,0,0,1
"E4",0,0,0,1
"G4",0,0,0,1
"H4",0,0,0,1
"I4",0,0,0,1
"J4",0,0,0,1
"K4",0,0,0,1
"END4",0,0,0,1
