"A","B","C","D","E","G","H","I","J","K","END"
"A1",0.0215021553807691,0.060816455788259,0.263963939595782,0.204479667786062,0.132194124182198,0.0522866271475585,0.0629184809532777,0.0126468462983619,0.104911403373696,0.0842802994940356,0
"B1",0.11714181145559,0.107970024068886,0.0249588894145854,0.0516087794038188,0.173468498238467,0.00922722155817086,0.37950589394519,0.0671036732425768,0.0245602133969858,0.0444549952757291,0
"C1",0.112720232760356,0.0562371399709292,0.0917822671934652,0.00442022442519238,0.213908115479034,0.0593226462591686,0.179970889830943,0.0362552926064361,0.0908145393012925,0.154568652173183,0
"D1",0.029133576144673,0.33507005557416,0.0677792572696632,0.0375920554224441,0.0246513719218423,0.162701801041149,0.213651866752018,0.0180785363221053,0.0926841218820033,0.0186573576699417,0
"E1",0.425204058204976,0.0295014214184947,0.100009314912682,0.0912233474368071,0.0489554012371398,0.0990732862459746,0.0430886215190533,0.0938899956480503,0.0382882370631088,0.0307663163137134,0
"G1",0.0346481364537257,0.161954341981834,0.275759994901698,0.081850539377376,0.202295161539182,0.110637640718441,0.00899705850401804,0.0342243575527373,0.0329894402961681,0.0566433286748199,0
"H1",0.153460402825403,0.13415893250469,0.0794498612906781,0.00878579431446888,0.0805538938110519,0.0991453411679369,0.104335011876661,0.0881754201276994,0.0311706042164476,0.220764737864963,0
"I1",0.132269389461496,0.00315954864071082,0.028542018902161,0.113532353753816,0.182860215508202,0.169820520964722,0.0891996330499555,0.00884432231673448,0.0969917733114826,0.174780224090719,0
"J1",0.0894400655062649,0.196246061234233,0.024003453431213,0.0736529111963823,0.232874925000251,0.112560423640785,0.190267601692426,0.00290290713970759,0.00815666580094639,0.0698949853577913,0
"K1",0.00876484608192238,0.164160907064385,0.14095406566447,0.102016066583002,0.142760122673707,0.105472428599815,0.0355466549946917,0.083308322592317,0.0533967459515712,0.163619839794119,0
"A2",0.221857032754521,0.241276025136724,0.0491970322426028,0.0770023520833004,0.00948679979556787,0.10179303636098,0.0645662361390737,0.1950758681468,0.0240434513913458,0.0157021659490839,0
"B2",0.00945272165272554,0.0528484304884919,0.0253379136402162,0.0546470894735516,0.102551513439472,0.317100703992987,0.157591653257726,0.0227286828809932,0.0207108688842375,0.237030422289598,0
"C2",0.220415544475009,0.12072277445006,0.175664389863131,0.0365098015851982,0.0721572245634292,0.0584586445001411,0.0381544504895701,0.184593693914253,0.0183395407589982,0.0749839354002106,0
