"1","2","3","4"
"A1",0.996775838230635,0.00322416176936557,0,0
"B1",0.999396147153002,0.000603852846997778,0,0
"C1",0.992600295209952,0.00739970479004862,0,0
"D1",0.961629384301066,0.0383706156989339,0,0
"E1",0.962951473900534,0.0370485260994665,0,0
"G1",0.996294659130688,0.00370534086931155,0,0
"H1",0.0208903132654113,0.979109686734589,0,0
"I1",0.212187614893252,0.787812385106748,0,0
"J1",0.763341890490455,0.236658109509545,0,0
"K1",0.144532608441459,0.855467391558541,0,0
"A2",0,0.40232547294993,0.59767452705007,0
"B2",0,0.281488510779385,0.718511489220614,0
"C2",0,0.700648503466103,0.299351496533897,0
"D2",0,0.999500317717397,0.000499682282602925,0
"E2",0,0.899309709094701,0.100690290905299,0
"G2",0,0.998763828749557,0.00123617125044254,0
"H2",0,0.832778554744153,0.167221445255847,0
"I2",0,0.309094340144353,0.690905659855647,0
"J2",0,0.998942202634312,0.0010577973656883,0
"K2",0,0.552524334265923,0.447475665734078,0
"A3",0,0,0.597218262796135,0.402781737203865
"B3",0,0,0.901838345682877,0.0981616543171232
"C3",0,0,0.757675240682576,0.242324759317424
"D3",0,0,0.743129319922245,0.256870680077755
"E3",0,0,0.998315360904337,0.00168463909566312
"G3",0,0,0.992774485352928,0.00722551464707239
"H3",0,0,0.766369837152654,0.233630162847346
"I3",0,0,0.849367559302561,0.150632440697439
"J3",0,0,0.955665748461806,0.0443342515381941
"K3",0,0,0.844377934804422,0.155622065195579
"END3",0,0,1,0
"A4",0,0,0,1
"B4",0,0,0,1
"C4",0,0,0,1
"D4",0,0,0,1
"E4",0,0,0,1
"G4",0,0,0,1
"H4",0,0,0,1
"I4",0,0,0,1
"J4",0,0,0,1
"K4",0,0,0,1
"END4",0,0,0,1
