"1","2","3","4"
"A1",0.997457083876187,0.00254291612381286,0,0
"B1",0.994902114945813,0.0050978850541866,0,0
"C1",0.997533131432095,0.00246686856790543,0,0
"D1",0.98084052598307,0.0191594740169297,0,0
"E1",0.95503775309409,0.0449622469059101,0,0
"G1",0.99927035132703,0.000729648672969841,0,0
"H1",0.0084269079486796,0.99157309205132,0,0
"I1",0.24686500369997,0.75313499630003,0,0
"J1",0.770248002540128,0.229751997459872,0,0
"K1",0.150795238864351,0.849204761135649,0,0
"A2",0,0.276573968436775,0.723426031563225,0
"B2",0,0.187199256605526,0.812800743394474,0
"C2",0,0.689081530748592,0.310918469251408,0
"D2",0,0.984577333794024,0.0154226662059764,0
"E2",0,0.962742334510342,0.0372576654896577,0
"G2",0,0.971423109258018,0.0285768907419821,0
"H2",0,0.88691684147972,0.11308315852028,0
"I2",0,0.26912140910465,0.73087859089535,0
"J2",0,0.997265624080788,0.00273437591921163,0
"K2",0,0.574130055574507,0.425869944425493,0
"A3",0,0,0.611691472675634,0.388308527324366
"B3",0,0,0.884858666160034,0.115141333839966
"C3",0,0,0.765046685230956,0.234953314769044
"D3",0,0,0.825595159887884,0.174404840112116
"E3",0,0,0.999597988490368,0.000402011509631994
"G3",0,0,0.985171912309346,0.0148280876906537
"H3",0,0,0.693532130760841,0.306467869239159
"I3",0,0,0.835059589918077,0.164940410081923
"J3",0,0,0.993689228471334,0.00631077152866575
"K3",0,0,0.908662493060565,0.0913375069394346
"END3",0,0,1,0
"A4",0,0,0,1
"B4",0,0,0,1
"C4",0,0,0,1
"D4",0,0,0,1
"E4",0,0,0,1
"G4",0,0,0,1
"H4",0,0,0,1
"I4",0,0,0,1
"J4",0,0,0,1
"K4",0,0,0,1
"END4",0,0,0,1
