"A","B","C","D","E","G","H","I","J","K","END"
"A1",0.197288262218407,0.0901851467234011,0.0985688332069515,0.00632018954245426,0.0244086916110204,0.167635224722297,0.12509667809387,0.027548068749998,0.0627768968782488,0.200172008253352,0
"B1",0.0127298745264256,0.0605508189842033,0.122018276987287,0.0233321121993106,0.182621766655452,0.38615460349468,0.0293242708648901,0.00652487947884414,0.0310019704264834,0.145741426382423,0
"C1",0.0243144861793488,0.0344187442495176,0.00500181612400488,0.132119245247364,0.0392318746433619,0.0541255324653684,0.324207868298752,0.0486199764297874,0.115315308760417,0.222645147602078,0
"D1",0.0675813459856045,0.0604689479836155,0.0655517776196053,0.164119974086095,0.0153688543294758,0.300999581759389,0.233636768268052,0.0123690115434557,0.0731636770110055,0.00674006141370194,0
"E1",0.0618008271806054,0.0236403491702506,0.127474400570315,0.0518830178506503,0.00760084448068124,0.205285142031465,0.137931084134341,0.162253574396007,0.15687513330146,0.0652556268842242,0
"G1",0.148451425003368,0.0383002565610588,0.139738777801671,0.0336572104774545,0.0983707439410795,0.0151596349093477,0.254846995931987,0.194601969649658,0.0172320792446554,0.0596409064797197,0
"H1",0.0150518260852669,0.0361075036285565,0.0662910074208584,0.0471407774722491,0.198798729376184,0.0169770005378545,0.463684215845251,0.034843193504771,0.0649289674771619,0.0561767786518471,0
"I1",0.148057291538298,0.0378492660218334,0.0497305408916272,0.00242351289549698,0.140437878437984,0.111840231477846,0.210714632088918,0.101148554163381,0.0438958393469157,0.1539022531377,0
"J1",0.149352197784707,0.00348067232348593,0.0358874081122556,0.0215927438263507,0.174964830987188,0.263469839415162,0.141945275230653,0.000121440734784908,0.0724352720400178,0.136750319545395,0
"K1",0.155800111077354,0.0307214586963989,0.176773391063962,0.0827089186464308,0.101522657769908,0.0586740749491545,0.0134609299950053,0.0695103561156832,0.161344629948199,0.149483471737904,0
"A2",0.2472707833694,0.0391861717735324,0.0861672715916035,0.0783276052976443,0.0269307903853884,0.0656681934988247,0.0369212105583154,0.359958966852973,0.0488231435433018,0.0107458631290169,0
"B2",0.0400500523821082,0.0182471405780868,0.221853432473417,0.00343607323790066,0.00116214713284134,0.204741395314132,0.175562456937133,0.100472305779546,0.196737751371778,0.0377372447930567,0
"C2",0.0327070175573564,0.0250364529885339,0.169117692426948,0.0542138631815465,0.0366775948803079,0.162212333284995,0.0537661050735721,0.080404419655828,0.158811870846421,0.227052650104491,0
"D2",0.209627422032107,0.160582890139998,0.0507584415639817,0.134053661401485,0.0713218113530026,0.0558627500143411,0.168315888813641,0.0322478145545875,0.048406297106705,0.0688230230201509,0
"E2",0.0651892736763369,0.206621194237377,0.0332392968997754,0.251958379138882,0.0423913557661302,0.0419316543006478,0.0882820048567951,0.0387736731102104,0.0774060285235094,0.154207139490336,0
"G2",0.0124860337365146,0.186943673364706,0.124260691360241,0.156364447375101,0.0186480148275061,0.037483529808317,0.201807101908169,0.0821909520390554,0.025726497279641,0.154089058300749,0
"H2",0.0982163343822402,0.0670451714171244,0.073224890269449,0.118187846548856,0.141818284491349,0.109453793367239,0.0283639133056672,0.148414465180852,0.00922241568738617,0.206052885349836,0
"I2",0.112831803350061,0.000605047024689782,0.0815625192406617,0.0945821308526466,0.100460278179574,0.180769024143085,0.10058022168392,0.244286708589909,0.00973332398185323,0.0745889429536002,0
"J2",0.0817012631817331,0.0719564238464069,0.0407518138960754,0.0432939178925002,0.194015187219231,0.0879085355986002,0.105392170875084,0.019307251683199,0.232958100971717,0.122715334835453,0
"K2",0.0121843685717194,0.0987826522709695,0.354059470304098,0.0267094054423812,0.0447145201230813,0.00136941112554365,0.22878045206917,0.0296365282960441,0.098344336224052,0.105418855572941,0
"A3",0.0908330565349321,0.00880913935692973,0.293073530594218,0.0142275140089507,0.300552355003616,0.0570607425422037,0.00201785586628253,0.0216420185523545,0.0890958459603148,0.106470551000331,0.0162173905798673
"B3",0.114400495146405,0.0121026830894145,0.0313241368523319,0.00204987783348713,0.122622997669217,0.100086861446661,0.0522479093464729,0.268083377104903,0.041387294987729,0.216191278167601,0.039503088355779
"C3",0.00496271165732878,0.00412344521887585,0.108984247520144,0.0877018634235778,0.0783488049336685,0.435584052979117,0.1074192894301,0.0409059739249512,0.122834685094833,0.0091254260042323,9.49981317182973e-06
"D3",0.031698161080333,0.0703418656507327,0.187787693175017,0.035650421829772,0.0171845301825721,0.268693883310625,0.0720719352731097,0.0085966229028201,0.0538667385343077,0.106845457788097,0.147262690272614
"E3",0.0523841251553347,0.0606908290485089,0.0123955508772058,0.1464476645553,0.0261549189364979,0.121646183820258,0.0156040894688533,0.52186823807484,0.0095847169687389,0.0280528182576986,0.00517086483676411
"G3",0.0283122717013303,0.078147976139235,0.00893914716023295,0.0751763788134173,0.291427145267337,0.018480074677951,0.113542627685991,0.0152877919259612,0.00896576690225258,0.163282658614444,0.198438161111847
"H3",1.14721261879179e-06,0.111067351824542,0.113296516712596,0.0679027352329214,0.00426839105955356,0.216388971314828,0.434999378671607,0.00467545883421563,0.0119250930861956,0.0346121428800546,0.000862813170867881
"I3",0.028225538217758,0.0183889760832672,0.0177846943692238,0.0313076436528917,0.0167647412982742,0.0237077700855365,0.0172068115225695,0.545102352433834,0.208411922055146,0.0930270611897527,7.24890917455168e-05
