"1","2","3","4"
"A1",0.999550880713529,0.000449119286470511,0,0
"B1",0.999744595026984,0.000255404973016178,0,0
"C1",0.836172171643913,0.163827828356087,0,0
"D1",0.728028631984532,0.271971368015468,0,0
"E1",0.999647930137999,0.000352069862001548,0,0
"G1",0.999816469586883,0.000183530413117236,0,0
"H1",0.463858084390004,0.536141915609997,0,0
"I1",0.804648864446867,0.195351135553133,0,0
"J1",0.66331481906187,0.33668518093813,0,0
"K1",0.144117046491625,0.855882953508375,0,0
"A2",0,0.782076681079368,0.217923318920632,0
"B2",0,0.341704776679365,0.658295223320635,0
"C2",0,0.332701858858892,0.667298141141108,0
"D2",0,0.987670316253238,0.012329683746762,0
"E2",0,0.84338334159475,0.15661665840525,0
"G2",0,0.945612903992921,0.0543870960070788,0
"H2",0,0.999799933677502,0.000200066322497963,0
"I2",0,0.953096287499395,0.0469037125006046,0
"J2",0,0.999752677215547,0.000247322784453183,0
"K2",0,0.847144711242692,0.152855288757308,0
"A3",0,0,0.999655768367544,0.000344231632456353
"B3",0,0,0.348185816120187,0.651814183879813
"C3",0,0,0.987784742168877,0.0122152578311231
"D3",0,0,0.601774343693052,0.398225656306948
"E3",0,0,0.999847015743833,0.000152984256166791
"G3",0,0,0.999610225160834,0.000389774839165755
"H3",0,0,0.470308762938435,0.529691237061565
"I3",0,0,0.549964693756951,0.450035306243049
"J3",0,0,0.832756477843951,0.167243522156049
"K3",0,0,0.999686826020366,0.000313173979633767
"END3",0,0,1,0
"A4",0,0,0,1
"B4",0,0,0,1
"C4",0,0,0,1
"D4",0,0,0,1
"E4",0,0,0,1
"G4",0,0,0,1
"H4",0,0,0,1
"I4",0,0,0,1
"J4",0,0,0,1
"K4",0,0,0,1
"END4",0,0,0,1
