"1","2","3","4"
"A1",0.999999997624523,2.37547659939902e-09,0,0
"B1",0.99998121786296,1.87821370397703e-05,0,0
"C1",0.827169414091842,0.172830585908158,0,0
"D1",0.607962914384559,0.392037085615441,0,0
"E1",0.999995551165064,4.44883493603558e-06,0,0
"G1",0.999416753592333,0.000583246407666768,0,0
"H1",0.388891925348574,0.611108074651426,0,0
"I1",0.783249901540702,0.216750098459298,0,0
"J1",0.558071690001024,0.441928309998976,0,0
"K1",0.149744731417083,0.850255268582917,0,0
"A2",0,0.612171135601707,0.387828864398293,0
"B2",0,0.267293168814635,0.732706831185365,0
"C2",0,0.336154260689451,0.663845739310549,0
"D2",0,0.979140530663434,0.0208594693365661,0
"E2",0,0.752310690927652,0.247689309072348,0
"G2",0,0.970234962818313,0.0297650371816868,0
"H2",0,0.997510458909689,0.00248954109031099,0
"I2",0,0.961816801520897,0.0381831984791025,0
"J2",0,0.999999994015644,5.98435576232808e-09,0
"K2",0,0.786524609090627,0.213475390909373,0
"A3",0,0,0.991663298188068,0.00833670181193165
"B3",0,0,0.860702170692151,0.139297829307849
"C3",0,0,0.979937612639871,0.0200623873601287
"D3",0,0,0.0936990102890072,0.906300989710993
"E3",0,0,0.835372503587439,0.164627496412561
"G3",0,0,0.989885148866809,0.0101148511331911
"H3",0,0,0.265749718789578,0.734250281210422
"I3",0,0,0.237988489887493,0.762011510112507
"J3",0,0,0.631917134296172,0.368082865703828
"K3",0,0,0.991302489092324,0.00869751090767574
"END3",0,0,1,0
"A4",0,0,0,1
"B4",0,0,0,1
"C4",0,0,0,1
"D4",0,0,0,1
"E4",0,0,0,1
"G4",0,0,0,1
"H4",0,0,0,1
"I4",0,0,0,1
"J4",0,0,0,1
"K4",0,0,0,1
"END4",0,0,0,1
