"1","2","3","4"
"A1",0.975667513393815,0.0243324866061849,0,0
"B1",0.999597247018723,0.000402752981277353,0,0
"C1",0.793663426089652,0.206336573910348,0,0
"D1",0.742927355805519,0.257072644194481,0,0
"E1",0.99767829744445,0.00232170255554987,0,0
"G1",0.0173313562043467,0.982668643795653,0,0
"H1",0.999993730391054,6.26960894641564e-06,0,0
"I1",0.998698176453748,0.00130182354625231,0,0
"J1",0.999955941506597,4.40584934029539e-05,0,0
"K1",0.821348374197997,0.178651625802003,0,0
"A2",0,0.820599172486584,0.179400827513416,0
"B2",0,0.827096462070393,0.172903537929607,0
"C2",0,0.109932993367232,0.890067006632768,0
"D2",0,0.942108111268731,0.0578918887312692,0
"E2",0,0.0498254697698906,0.950174530230109,0
"G2",0,0.664805385384725,0.335194614615275,0
"H2",0,0.999806316390347,0.0001936836096531,0
"I2",0,0.999176873821032,0.000823126178967731,0
"J2",0,0.996465590417296,0.00353440958270405,0
"K2",0,0.95212410115919,0.0478758988408101,0
"A3",0,0,0.597273877878279,0.402726122121721
"B3",0,0,0.994914153230627,0.00508584676937254
"C3",0,0,0.0969016637604944,0.903098336239506
"D3",0,0,0.543158196676551,0.456841803323449
"E3",0,0,0.865271005145802,0.134728994854198
"G3",0,0,0.98746463424863,0.0125353657513701
"H3",0,0,0.235501688198479,0.764498311801521
"I3",0,0,0.946815134968804,0.0531848650311963
"J3",0,0,0.10717996524471,0.89282003475529
"K3",0,0,0.118764464579057,0.881235535420943
"END3",0,0,1,0
"A4",0,0,0,1
"B4",0,0,0,1
"C4",0,0,0,1
"D4",0,0,0,1
"E4",0,0,0,1
"G4",0,0,0,1
"H4",0,0,0,1
"I4",0,0,0,1
"J4",0,0,0,1
"K4",0,0,0,1
"END4",0,0,0,1
