"A","B","C","D","E","G","H","I","J","K","END"
"A1",0.0368824571772012,0.000172661103473969,0.194476523664266,0.248615199309703,0.000157886629735343,0.121815728144637,0.120615903576542,0.0325891175399692,0.00016424117337732,0.244510281681096,0
"B1",0.000140949866330052,0.25589367161452,0.264406973362039,0.0678515720578174,0.000124746326191859,0.0708386880816251,0.271034346507911,0.0694515603564908,0.000137442165569983,0.000120049661505315,0
"C1",0.140247676591337,0.0889381080487997,0.0206864930141783,0.159304107605211,0.0119858749311701,0.0769098578748797,0.111757000027853,0.14767225740155,0.142006177223327,0.100492447281694,0
"D1",0.0229581214576508,0.0106084323814249,0.158988005546663,0.0905038422853591,0.0816793547861229,0.0127798551642414,0.50598456595489,0.0925529071430502,0.0237806043308303,0.000164310949768268,0
"E1",0.269975007536294,0.000133994078143715,0.262967447164359,0.198195863630418,0.000134330598634853,0.0994588941249487,0.000115304886755266,0.000713979447323615,0.0881265732806701,0.0801786052524529,0
"G1",0.0820803644632254,0.142768950812619,0.0918903371071735,0.083074986464356,0.194105548088664,0.0847106838212611,0.0719008937230078,0.0445364603036277,0.0495911292258932,0.155340645990173,0
"H1",0.218459175052204,0.0774762672935627,0.160004522140158,0.0518894495843818,0.111494483084272,0.0402825228062311,0.169141176194236,0.0509079982972269,0.0399289219669296,0.0804154835807978,0
"I1",0.00364655913527706,0.122918118043248,0.228926264402758,0.202780867844737,0.05605050041176,0.21340390771144,0.0811509045427021,0.0189742937026317,0.0720472786156722,0.000101305589774477,0
"J1",0.0655030796527339,0.10780821979706,0.0818094146559439,0.271837010982941,0.000199245405852187,9.99184976120967e-05,0.194759812380654,0.0429535769433705,0.14535478215072,0.0896749395331116,0
"K1",0.145771273506089,0.011390775820593,0.0407472739994669,0.0339795784134547,0.00011090098618799,0.0206698639673934,0.0295728378418407,0.00346373851936635,0.382946851319937,0.33134690562567,0
"A2",0.095823796682421,0.0360567788238016,0.183574176883501,0.182249574903,0.216920702317343,0.0606566982498707,0.0247866273823491,0.139841450299394,0.0197798488099967,0.0403103456483212,0
"B2",0.0612189990863278,0.0610606585980032,0.0294426978120472,0.0230019359248556,0.0642832374805427,0.0867956415171351,0.0729496679651214,0.162217484895413,0.178918569974245,0.260111106746309,0
"C2",0.189156059543057,0.0203665315334279,0.00010896259555812,0.169067518194018,0.0733514556796454,0.208346759446644,0.278612998736599,0.0321062103554649,0.00161754540104569,0.0272659585145394,0
"D2",0.108709343093272,0.120262869279267,0.0423786361203642,0.0622070711683021,0.0582094036538708,0.0507577308977378,0.000220721533275205,0.22063580915864,0.000229300510985247,0.336389114584286,0
"E2",0.0902387078669166,0.0644021950398943,0.000106163014313352,0.0809238578656751,0.0083606002022107,0.0627435937370776,0.208873937353298,0.0710812086457238,0.244895106014162,0.168374630260729,0
"G2",0.288291787764403,0.000236466388679269,0.183408117654594,0.0505463948220522,0.000699864994356796,0.000120976387442479,0.121259853887535,0.0140499198097829,0.000704671016559722,0.340681947274594,0
"H2",0.21110802981533,0.0119009107938203,0.0743654970730339,0.0952674867252359,0.167810834662958,0.150812203271904,0.0411435151000775,0.00470270675932333,0.0591742962679103,0.183714519530406,0
"I2",0.0369930085920188,0.0638934676565954,0.00171079850934017,0.147912834180522,0.271414161498777,0.000364646433256832,0.026551588389346,0.264894746190437,0.0562604190256462,0.13000432952406,0
"J2",0.250333395887794,0.0313109667799212,0.0316857883248396,0.0150991112694265,0.0145563478369801,0.0999297845639753,0.105218595117899,0.0509621566195716,0.301620901630493,0.0992829519690996,0
"K2",0.0550630933481468,0.0968815071602799,0.000229145383709532,0.00884670213341153,0.14062510811173,0.0612218046493489,0.0142194030231055,0.0943341427050553,0.0711831453013632,0.45739594818385,0
"A3",0.0766368133556439,0.0521419369188057,0.0182462001807019,0.000149021463732875,0.0813435362841962,0.0341968336763915,0.152876762318935,0.100967171115913,0.0262454101233009,0.457095168513961,0.000101146048417622
"B3",0.0915168119793862,0.0801894916594629,0.0174122313471007,0.00191460542066625,0.0178346408275175,0.0633821763980014,0.534824857397482,0.103707548297809,0.0784460856921002,0.0102479026803923,0.00052364830008093
"C3",0.000126965226581917,0.000174287238047209,0.219144967263373,0.539047219411575,0.000103756178570307,0.108213675729545,0.000134338385113336,0.0265610614705838,0.0113255193109468,0.0950410934123549,0.000127116373309204
"D3",0.00452246531280447,0.143084548261415,0.0929435173007201,0.000436793741445107,0.221185599152533,0.155696305064615,0.254792044418977,0.000326670259479693,0.125761885128259,0.00108745534207929,0.000162716017672251
"E3",0.026865968237157,0.174080138083397,0.0438121029924683,0.473817997329982,0.0341281157316213,0.0486078184750487,0.044661831996777,0.083615795139345,0.0699283884745446,0.000340624031724235,0.000141219507935444
"G3",0.157947959514723,0.00582571337899182,0.00556152892985109,0.0429245299954713,0.0676100246605379,0.0873885968981309,0.00659016513570936,0.111575924443907,0.173331274924834,0.34107844990939,0.000165832208453296
"H3",0.246345720917517,0.000236595534471106,0.10393544410718,0.000372918800738348,0.000916927353364584,0.0781783063206096,0.000171133029007975,0.561790751170791,0.000184030682568632,0.00775343775814553,0.000114734325607155
"I3",0.0333168943614285,0.171967504366277,0.0413776323138518,0.0210799030130849,0.0656187047191405,0.120326100297351,0.269024010987359,0.135971620574845,0.0296822766059235,0.111506489150145,0.000128863610592968
"J3",0.110077953729236,0.0517284482320727,0.0547758210419554,0.215122600425607,0.0341442688037043,0.380101838491297,0.0636292533307813,0.0396368988931582,0.0216991775922329,0.028968606027658,0.000115133432297835
