"A","B","C","D","E","G","H","I","J","K","END"
"A1",0.289927402436975,0.210200871199198,0.000100291796004769,0.103131960555213,0.100731960750387,0.0157470634876507,0.074654189872352,0.0517394849367454,0.0422547118534218,0.111512063112052,0
"B1",0.295137442570539,0.055989705255705,0.0359494400053021,0.0174067719484972,0.000104153715468367,0.101043315197356,0.320919767718492,0.0135349722617759,0.143612348650412,0.0163020826764525,0
"C1",0.0114934764565968,0.118794835874173,0.0156137203913245,0.207534220270539,0.00010033546563262,0.175858763517022,0.011331478764258,0.256132650479696,0.0736016338627484,0.12953888491801,0
"D1",0.123819906801815,0.0826408891643191,0.0519608666811347,0.0828994358382577,0.112991307241748,0.145327417557964,0.0598992040851189,0.273606350376232,0.0666411841658527,0.000213438087558467,0
"E1",0.00761362702860132,0.113340417875188,0.148263041313723,0.244125964530671,0.143300228663591,0.102373643447686,0.0521229537081089,0.114673134700008,0.0149606089459291,0.059226379786494,0
"G1",0.0190007431694994,0.241700330323112,0.0907223471667568,0.0651644232445572,0.000116087023187947,0.000106259801905239,0.149658291687078,0.276898953754086,0.0185764993252176,0.138056064504601,0
"H1",0.0702478854298178,0.0149993105868854,0.0411751439603583,0.0490247307112948,0.097088188006587,0.028752784922247,0.0104365611156963,0.113115380844435,0.166059237307601,0.409100777115077,0
"I1",0.209342244484068,0.0347688545330129,0.156608248598201,0.0671990912879662,0.080909043362336,0.0806019042724705,0.0523447198051607,0.013046450036231,0.0340104679358924,0.271168975684661,0
"J1",0.15489166178975,0.270752972689159,0.0423433641107924,0.0311700569380099,0.0870475151097818,0.0324057016634046,0.0958203113035437,0.0711186052148486,0.0906820719948335,0.123767739185876,0
"K1",0.0207804906933149,0.0694750982381163,0.000105961512641408,0.0665452472593764,0.0161232449993679,0.0788461424324717,0.221628929369313,0.305210628479507,0.193588502929323,0.0276957540865694,0
"A2",0.0777634202016169,0.120879867822987,0.024986260026832,0.10782968076761,0.0769315674266838,0.000116808723492838,0.257917215970083,0.0172403006080666,0.284187182713883,0.0321476957387445,0
"B2",0.149880348331479,0.019449741936248,0.0644723316026603,0.000117898879771286,0.194793987897222,0.123646559392498,0.02509543383333,0.120029812805641,0.185582731869744,0.116931153451406,0
"C2",0.00122815206596914,0.00101784057952854,0.418596824463004,0.0166963108534616,0.207344296460803,0.000170395365199531,0.000110693109820495,0.106550176941001,0.000608487672669231,0.247676822488543,0
"D2",0.0461278178835063,0.129897006165159,0.11348507134006,0.131508126051708,0.0208214752713562,0.096689251375132,0.0696860955419275,0.203150719720832,0.141270952757773,0.0473634838925453,0
"E2",0.000117962514073088,0.145587387822038,0.000631708937087047,0.204799671891526,0.648178567045404,0.000164964534296679,0.000157075191886957,0.000152440762008008,0.000102713917626154,0.000107507384053695,0
"G2",0.063693609727865,0.00723202578480638,0.0521145772867378,0.0814809825419248,0.387117571153824,0.156387715507144,0.115045886688368,0.0651094228584311,0.000110695415232866,0.0717075130356662,0
"H2",0.213917941931087,0.160169838065046,0.105669818725908,0.0142151784969052,0.0598795260071377,0.178230878715289,0.000117385796452901,0.0217314684215274,0.0851151978248534,0.160952766015793,0
"I2",0.278124694229376,0.174935195508212,0.13259748841014,0.0380094379145834,0.000182887428835359,0.16424160073911,0.09133681401169,0.104619434512608,0.0157668804144352,0.00018556683101068,0
"J2",0.0891700792676284,0.0985348697716058,0.037605964108246,0.000406418910717153,0.117294076769775,0.28760668851583,0.0998603456276578,0.0822647411812873,0.0541291993230535,0.133127616524199,0
"K2",0.0829901361410231,0.0391385310774186,0.118102530353857,0.285839500564461,0.0572236590377514,0.0539257483890077,0.248755843375594,0.0282373221315489,0.0731943064627237,0.0125924224666141,0
"A3",0.00012554426289714,0.000161068895765989,0.00040048600864136,0.169923381964856,0.192751058598313,0.118455617232055,0.0857037635615159,0.000172496754363006,0.0298122237442286,0.279099793359989,0.123394565617374
"B3",0.0412177463627679,0.000100642461110213,0.000148620441843323,0.172959773712726,0.074093547167604,0.163481332623187,0.409487060866655,0.000595813356615597,0.090311386738459,0.0474983858348405,0.000105690434192476
"C3",0.0169964469441453,0.274755227238985,0.0554454780976669,0.134488156220987,0.000507561367026679,0.000104402284599239,0.0734669072403599,0.0379058612000226,0.356254854954355,0.0322716181039333,0.0178034863479185
