"A","B","C","D","E","G","H","I","J","K","END"
"A1",0.0150965936694116,0.000100659509278535,0.165056848659689,0.431710688797291,0.0849629532738606,0.0674459683733369,0.000134795955686699,0.132040957140862,0.103345222606377,0.000105312014206373,0
"B1",0.0451857882852993,0.0262635809724613,0.0768875534597859,0.125996090078533,0.104175812472243,0.135584786652266,0.134382446364899,0.172645172592141,0.110554582958402,0.0683241861639695,0
"C1",0.000110178455143724,0.0329481018331126,0.000137075151686304,0.282888700689973,0.21833973034536,0.142999573850804,0.130255406945825,0.159232742935933,0.0125078941375277,0.0205805956546359,0
"D1",0.466594642069518,0.0471618428758561,0.0755814346803212,0.0575072718893681,0.000232906340036537,0.0577710773197696,0.036941066120107,0.210599905832359,0.00011300775887992,0.0474968451137851,0
"E1",0.0667822189683011,0.0334097608978822,0.292034065094726,0.000106977124186749,0.245956570405151,0.0654627740443924,0.0549320614925148,0.0742106730927079,0.112956976162339,0.0541479227177989,0
"G1",0.0430056193935653,0.0125000001854322,0.126483242025249,0.086085362028771,0.29007528525136,0.166157508352141,0.212641505245819,0.000107543822632127,0.0345881522232623,0.0283557814717686,0
"H1",0.0398126797110337,0.000143775535042436,0.112959469753855,0.033892006789429,0.0334780687978983,0.106173907008233,0.0106386657845839,0.000103254920464703,0.50520665011138,0.15759152158808,0
"I1",0.281249862128709,0.188325731186489,0.0687998213444714,0.0490501269412631,0.0676143197595972,0.000102099480053664,0.0807436496964732,0.164593267364011,0.0136897593812118,0.0858313627177217,0
"J1",0.0907444448494788,0.0976145682897352,0.00970489557708048,0.0229068460538367,0.0219233521671904,0.169603706088946,0.315258433186933,0.0095303401624429,0.128890340306177,0.13382307331818,0
"K1",0.0611082515896457,0.000101973652692296,0.325892703011065,0.0295490724739308,0.000236715521105839,0.209608203122515,0.0380283182326468,0.147300009674751,0.0937924271692259,0.0943823255524219,0
"A2",0.000138440363163226,0.0887303605427217,0.0922639615383109,0.120144164420794,0.0399510749179309,0.170146642252813,0.260984414488987,0.0925324122180515,0.0364155163506468,0.0986930129065806,0
"B2",0.154529480434708,0.0811323924168644,0.11256467982602,0.000158693613729337,0.192885709631895,0.183922068269569,0.000184286984734932,0.084468184375773,0.150346833848025,0.0398076705986818,0
"C2",0.1415586922076,0.134075830573427,0.346827178419651,0.0349831719075701,0.000216382599947674,0.0968518773487853,0.0290249851971335,0.00011566059192141,0.166970349770485,0.0493758713834793,0
"D2",0.125764759423339,0.0534949432300234,0.0862340690787676,0.0276103565947677,0.115731212459221,0.121813388932104,0.0680058384968287,0.219378647942984,0.0354233375939675,0.146543446247997,0
"E2",0.197831145820505,0.136891480798394,0.0807977275990821,0.000174062191078822,0.000214867587414993,0.133744673992546,0.0658649862837418,0.00015669611758515,0.250669095339902,0.133655264269751,0
"G2",0.055828025752868,0.000189909787158726,0.0542324726609618,0.000129661735666294,0.0819072379593391,0.0792817591551334,0.241902914125859,0.272965527600686,0.143976223611269,0.0695862676110589,0
"H2",0.308443940460941,0.0765725395256416,0.00012149379860471,0.404753752283081,0.000159739783128036,0.000132287262596738,0.105793083313742,0.103554670856426,0.00020152983923351,0.000266962876605032,0
"I2",0.000179148864279949,0.000300642096927185,0.000100424680336722,0.142069935629676,0.15586392346856,0.155579699947603,0.000311406458107755,0.000108642933290769,0.270468672024511,0.275017503896709,0
"J2",0.155251351673579,0.000121215952096829,0.000104543910246293,0.186170318228265,0.114897161736388,0.203072688596698,0.000235519479050714,0.294735465609623,0.000319687478813622,0.0450920473352399,0
"K2",0.219063734341714,0.000173632408396539,0.042432988396421,0.196836884896479,0.390371425381802,0.115761757274323,0.0348839782135417,0.000123769198128596,0.000137426408363972,0.000214403480830163,0
"A3",0.173332112875742,0.0499133076793783,0.000196694930829033,0.0699766034717379,0.0427007983083768,0.0916958899113853,0.0501964187214073,0.303135040017192,0.0611000781205541,0.000134573607047577,0.15761848235635
