"A","B","C","D","E","G","H","I","J","K","END"
"A1",0.0194249757384461,0.0562371038731084,0.0696684234520906,0.00521685232199713,0.0622712612344229,0.266792281285751,0.152245199972361,0.0152653745159718,0.158872180040446,0.194006347565406,0
"B1",0.035032265014694,0.0730691892023044,0.327523788670601,0.0329523958604133,0.115021756343816,0.0603619500299521,0.244469863014822,0.0180532587329697,0.0839272347176938,0.00958829841273422,0
"C1",0.132411674335046,0.00746759599450007,0.0763788638241761,0.0436844650689729,0.13305273982087,0.00111911141308158,0.0683965158545872,0.119047456881403,0.0933072182298464,0.325134358577517,0
"D1",0.0485733409442033,0.219180060892443,0.0607886478916243,0.0875865605794905,0.065099248044591,0.370107017005978,0.00394769047910437,0.0823578819528101,0.0571970277152251,0.00516252449452956,0
"E1",0.138095045021258,0.165220605225996,0.138566596330754,0.0516588641908706,0.0912139393380416,0.22159605758137,0.0339656412089436,0.0636175126946777,0.0418264691583202,0.0542392692497677,0
"G1",0.00394214174581787,0.0488956292112013,0.0398671402863122,0.181118378506627,0.056692876109727,0.337394044336031,0.0834426853194528,0.0254346020358109,0.201638199083366,0.021574303365653,0
"H1",0.366647368953536,0.0437262998234063,0.0154467580877855,0.171801398990942,0.0218616985971564,0.022717617933589,0.00313971728446612,0.0565918620621014,0.255430551525855,0.0426367267411615,0
"I1",0.0408808809293223,0.0273201246511971,0.0941870030895887,0.0221247686953863,0.0233595879468463,0.135193956296488,0.237287592933222,0.0519215060720611,0.28596845485967,0.081756124526219,0
"J1",0.132747865405714,0.103467561438431,0.184257013859044,0.146073579678331,0.0287354307495258,0.123388820915746,0.0505513927610717,0.0476488793816935,0.107524588686565,0.0756048671238786,0
"K1",0.0454702602632649,0.0257288769837573,0.0113663923313949,0.0862545198635261,0.16450865806594,0.0774240608697377,0.0418492744590933,0.37955049687642,0.0847712563326667,0.0830762039541999,0
"A2",0.0565628572606032,0.184009415490596,0.0241129342456077,0.125359454463538,0.00671433548453039,0.0619410080558073,0.268572908750191,0.184159127761361,0.0391790035994702,0.0493889548882949,0
"B2",0.263206054035553,0.0213316529439225,0.116725671313973,0.0340738947283633,0.290779145483241,0.0663373650349029,0.0378735130047397,0.00200452914469871,0.0270575519502708,0.140610622360336,0
"C2",0.27431057305509,0.21720911519343,0.0370449318910499,0.0422118983956041,0.00253164540808896,0.219045988526536,0.0198068152810716,0.157237418991086,0.0205983279702487,0.0100032852877942,0
"D2",0.0916579117467372,0.0129146831703616,0.177099200487176,0.121860376267436,0.0379377994884796,0.10472961781021,0.137963703371049,0.144511360718538,0.028036742379045,0.14328860456097,0
"E2",0.0312507412181237,0.040608879285772,0.121514885946872,0.00884451551855234,0.227303085093973,0.300577431983707,0.169746550292454,0.0211319233882566,0.00984127544724861,0.0691807118250406,0
"G2",0.09237159815194,0.103127565942449,0.21487112958513,0.00335527914563032,0.0941639619007687,0.00828588503307129,0.382334451252982,0.0665304650124544,0.0334313596457447,0.00152830432982864,0
"H2",0.18514270738622,0.0334043627006134,0.0227159142027136,0.0735140902516232,0.106452907954464,0.136806695980635,0.177690970676556,0.250268362869687,0.00169114214510708,0.0123128458323814,0
"I2",0.0107323023136744,0.238544906564961,0.0968338330129877,0.322476162746893,0.051722492609481,0.142420740883857,0.025697169378717,0.0558600342938194,0.0549645530652373,0.000747805130372259,0
"J2",0.035466339661971,0.191034795762441,0.0730776442097913,0.0583021032683518,0.0869136707195844,0.107206637072041,0.0235922712501961,0.189093563030517,0.116365549178821,0.118947425846286,0
"K2",0.122161951855424,0.0697482247277946,0.227559687758565,0.169427546811099,0.137819107902496,0.0508682841552498,0.0426775031199155,0.0086438623589441,0.101185475317243,0.06990835599327,0
"A3",0.194514552772588,0.0427461590707881,0.0164455056942282,0.0297197328347406,0.105494564116909,0.00229394419079128,0.00901608174683907,0.253798540145905,0.0305907776385011,0.29714306315483,0.0182370786338796
