"1","2","3","4"
"A1",0.146617666155013,0.853382333844987,0,0
"B1",0.00569547823334066,0.994304521766659,0,0
"C1",0.999999020703475,9.79296525301374e-07,0,0
"D1",0.898499843132268,0.101500156867732,0,0
"E1",0.160838512954636,0.839161487045364,0,0
"G1",0.784442133433789,0.215557866566211,0,0
"H1",0.998978648158111,0.00102135184188931,0,0
"I1",0.999970479264669,2.95207353306982e-05,0,0
"J1",0.00734029303679148,0.992659706963209,0,0
"K1",0.999999123438884,8.76561115676415e-07,0,0
"A2",0,0.609021274623705,0.390978725376295,0
"B2",0,0.646731264055282,0.353268735944718,0
"C2",0,0.999994070068167,5.92993183295919e-06,0
"D2",0,0.466632179142271,0.533367820857729,0
"E2",0,0.951729217573665,0.0482707824263346,0
"G2",0,0.0401604651719214,0.959839534828078,0
"H2",0,0.971021562753924,0.0289784372460757,0
"I2",0,0.494896216468608,0.505103783531392,0
"J2",0,0.885718009136618,0.114281990863382,0
"K2",0,0.67631505390653,0.32368494609347,0
"A3",0,0,0.994770675001117,0.00522932499888265
"B3",0,0,0.244510472033785,0.755489527966215
"C3",0,0,0.999999535255596,4.64744404208623e-07
"D3",0,0,0.264727052363503,0.735272947636497
"E3",0,0,0.903317166488645,0.096682833511355
"G3",0,0,0.999991294627792,8.70537220824832e-06
"H3",0,0,0.110288598670679,0.889711401329321
"I3",0,0,0.999890874110516,0.000109125889483977
"J3",0,0,0.968102207853548,0.0318977921464523
"K3",0,0,0.998897288792808,0.00110271120719224
"END3",0,0,1,0
"A4",0,0,0,1
"B4",0,0,0,1
"C4",0,0,0,1
"D4",0,0,0,1
"E4",0,0,0,1
"G4",0,0,0,1
"H4",0,0,0,1
"I4",0,0,0,1
"J4",0,0,0,1
"K4",0,0,0,1
"END4",0,0,0,1
