"A","B","C","D","E","G","H","I","J","K","END"
"A1",0.03294159461777,0.0321917830867237,0.0839747541465824,0.371851424348169,0.0521639760937185,0.0391925566493293,0.0402097331782821,0.0817193748197801,0.208746237551465,0.0570085655081804,0
"B1",0.0243126353982109,0.000115221935784966,0.000100014839225966,0.215670800623867,0.0472006692387003,0.169139767774562,0.120892407390387,0.0460797594667549,0.0709793462073349,0.305509377125172,0
"C1",0.0360757917072576,0.000113502279164412,0.00014714930010094,0.23996654356375,0.182280634545588,0.256931330349618,0.0810405258391934,0.170593816663385,0.0207079041559211,0.0121428015960215,0
"D1",0.204859467361818,0.124842930109806,0.0170155160919602,0.106406268303095,0.147904557168733,0.10457874719925,0.0862537077323443,0.14872419073831,0.0591356624859661,0.000278952808718657,0
"E1",0.136209657587389,0.00012581615525281,0.311855801953613,0.0464881405574175,0.12996336697449,0.144913855916577,0.119461266380513,0.0276299484091338,0.000129614185337075,0.0832225318802766,0
"G1",0.0233525062078318,0.0451263945297916,0.107593041052829,0.105729705215741,0.211304903142321,0.125708947519789,0.312123481524846,0.00661657384475777,0.036817067038315,0.0256273799237787,0
"H1",0.0790169002056249,0.00848668373071973,0.0554031228780644,0.00897643838050045,0.037828726232336,0.0798662389264176,0.0353330661790651,0.000127270141835482,0.491988325024517,0.202973228300919,0
"I1",0.405027775517548,0.0764311870323499,0.0936475834148245,0.012418530283902,0.0352310272151067,0.000100476557627651,0.000114426143784311,0.140020970331143,0.0979249336540191,0.139083089849695,0
"J1",0.126804345248143,0.041592125589192,0.0296252602121936,0.000296569083746059,0.0467574072887505,0.295202569603476,0.233507519625316,0.0275714389672969,0.120578272266894,0.0780644921149919,0
"K1",0.0982789371824417,0.000152483206378799,0.377146615923506,0.000209050110589458,0.000119056030286536,0.189357843789362,0.000117899359842594,0.0315494900830181,0.0520862846640365,0.250982339650538,0
"A2",0.0554037553100257,0.000111655874965484,0.0689766610130953,0.0540486246628423,0.00015449491304245,0.315503408847429,0.323800166529769,0.142754000834701,0.0389334706410661,0.000313761373064389,0
"B2",0.209133745017715,0.120334752168273,0.000112721492404261,0.000239235111587028,0.0598199136961978,0.501442193695776,0.000138300839103416,0.000104457351132379,0.000161447524159389,0.108513233103651,0
"C2",0.000100093586421779,0.0963634651875409,0.275676785875467,0.14168791568633,0.110665448421774,0.117139667341703,0.00549462840212297,0.0164563496363142,0.0846426791339628,0.151772966728364,0
"D2",0.145428476003127,0.0413334222053961,0.122587437975278,0.00696549220269242,0.000212487045800254,0.23659928236145,0.0765874910908488,0.195743388342731,0.0784299384823779,0.0961125842902987,0
"E2",0.245974676457322,0.0605896723078799,0.0377102124226052,0.104417875621481,0.0549433610480159,0.000186261683717861,0.12930202685274,0.0266237144855007,0.215812818914669,0.124439380206068,0
"G2",0.0116748333492879,0.0665341490558872,0.107699026121913,0.214665202646044,0.00054681147552318,0.188993320319875,0.325656169157492,0.022869615581421,0.047190012182285,0.0141708601102723,0
"H2",0.0820646987262094,0.0931629009534521,0.000320977341166946,0.659197635851503,0.000154393035256835,0.000650439112172974,0.00044470617464829,0.161679774669447,0.000927568807325577,0.0013969053288185,0
"I2",0.149533970585408,0.000506543913851785,0.000102283431602111,0.000255905413613175,0.000372248319496801,0.000137268903465113,0.805368970646305,0.000164387372464914,0.000306047319428291,0.0432523740943643,0
"J2",0.000111727144044083,0.000223842744869916,0.114231550558697,0.206948233856296,0.100164612934663,0.0743175466814171,0.00037774799114173,0.29325852481087,0.0735809542222098,0.136785259055792,0
"K2",0.0959498283355373,0.098079850400581,0.27146232473986,0.0810495947248959,0.288877991472841,0.156245979871946,0.000128137541972158,0.000450797262828562,0.00764470558041423,0.00011079006912362,0
"A3",0.234420635330281,0.000621070194308074,0.000113286324745137,0.440488578240107,0.045126516641575,0.000300109937625053,0.0331888519695398,0.000402848205124643,0.000313161360012412,0.24491881521382,0.000106126582861902
"B3",0.227206422154588,0.000234978803366862,0.000142653273235406,0.0747529763405422,0.139108493248256,0.0799169809375618,0.194092724368108,0.163183795853031,0.0901169459210512,0.0311108891803387,0.000133139919921503
"C3",0.052704550473237,0.000100126586407741,0.000646688226439754,0.142697747411357,0.537618014339207,0.000100390113415192,0.155420866939491,0.110386985580204,0.000115264908015205,0.000100200655042633,0.000109164767184377
"D3",0.124362117161463,0.115451934513761,0.000104158032543014,0.275328516095919,0.0725451134604244,0.0414635683711056,0.000201110671039243,0.314182552437247,0.000156215210794638,0.0467762013497321,0.00942851269597136
"E3",0.0339458934536741,0.29499163535067,0.000119229764690215,0.0414806137193139,0.00158952123354589,0.0899773753152726,0.000112348818038547,0.406339680249278,0.130927495254286,0.000127075684738385,0.000389131156492058
"G3",0.000147178375205148,0.00015662967751791,0.0370366234928819,0.000159238683372722,0.849785769670418,0.000201302080544476,0.00110058197569968,0.0864443259881844,0.0245586873478351,0.000280488684469692,0.000129174023871081
"H3",0.0889363441859615,0.000159076475753338,0.0482816820734772,0.118626758012822,0.000231315714533022,0.0404154061770831,0.271075250597235,0.000103560485714114,0.151267515908838,0.217439723473049,0.0634633668955334
"I3",0.0468675043947444,0.113118265786075,0.000100106389343664,0.181961822557088,0.0990920349837464,0.00773628801398611,0.00216663368300336,0.000206503560634853,0.0760382739172487,0.472598890486255,0.000113676227874158
"J3",0.0212346650498414,0.336300349330574,0.289796769524516,0.0674904928612692,0.00010785509436416,0.0968953858874483,0.0547947780774476,0.000734543035755845,0.0603715497363828,0.000235352998553525,0.0720382584038475
"K3",0.217649183874315,0.162160068820915,0.000105732750936141,0.174121525855918,0.0295555972010963,0.216595527937648,0.0310610908774329,0.104414473983409,0.050612784547349,0.0135829056748411,0.000141108476139576
"A4",0.134467204564008,0.166237662416478,0.000100097394227952,0.0306447286116347,0.0465017300078955,0.207458894989386,0.0898596884817376,0.143481436272732,0.166679153182925,0.00595853110750432,0.00861087297147248
"B4",0.192044450229105,0.16587302482535,0.041975668337516,0.000113527203687598,0.413526524626874,0.0161425070030541,0.000204046751824315,0.0370491516819128,0.000106562207253014,0.132842727864254,0.000121809269168887
"C4",0.000101033841854631,0.0308090166101083,0.330085582693048,0.182652547081034,0.000100494543342839,0.0868019866719921,0.00010275158972828,0.145233043805129,0.0576079284853484,0.000173625549755164,0.166331989128659
"D4",0.148439424261013,0.0513758030346806,0.0355660736153456,0.0604199540578112,0.000131017457534763,0.339892480811144,0.0433217491997491,0.120128345885259,0.15764117548666,0.0193833454703882,0.0237006307204146
"E4",0.0585046243623448,0.188253795939151,0.110641510883934,0.0256072018838091,0.0943225022910094,0.32324466820944,0.00882334248919459,0.11514393868542,0.000128214957988375,0.00910801750902993,0.0662221827886789
"G4",0.0803579944358275,0.0135170859528557,9.99069724050764e-05,0.0273709642672006,0.140113909843202,0.0239971398564725,0.111285722984007,0.0353480435907274,0.0835370836913496,0.0215227873212171,0.462849361084736
"H4",0.0132891721850715,0.000100558217463376,0.0156440759874717,0.0763108763021297,0.133035784764523,0.114686298934974,0.16614668336968,0.0304618179576245,0.143559654568225,0.0937670935943464,0.21299798411849
"I4",0.0885177299479574,0.000101564799324183,0.0104748511747458,0.0102992187664632,0.0988326971289937,0.0921400129029131,0.300854683686541,0.0527276624879836,0.243565228407928,0.0813068339547806,0.0211795167423701
"J4",0.157749799431148,0.0746039016337711,0.081969656863374,0.0700192196434504,0.125227909367975,0.277400546420461,0.0894853501763874,0.0299783127494802,0.0167651057919927,0.0602555268299332,0.0165446710920268
"K4",0.000106088542571483,0.199859308997131,0.0162889224443154,0.17854552066716,0.0676902828465983,0.154543883440491,0.229925412097356,0.021064581808542,0.0828403847042484,0.0241461530462056,0.0249894614053814
