"1","2","3","4"
"A1",0.955107589241404,0.0448924107585957,0,0
"B1",0.999548939926921,0.000451060073078957,0,0
"C1",0.227348879947538,0.772651120052462,0,0
"D1",0.587072182371272,0.412927817628728,0,0
"E1",0.921453844326092,0.0785461556739078,0,0
"G1",0.63163857609853,0.36836142390147,0,0
"H1",0.401257704554756,0.598742295445244,0,0
"I1",0.727445614745745,0.272554385254255,0,0
"J1",0.899336653958758,0.100663346041242,0,0
"K1",0.784442940536919,0.215557059463081,0,0
"A2",0,0.808017784127093,0.191982215872907,0
"B2",0,0.401691698337438,0.598308301662562,0
"C2",0,0.446131615097186,0.553868384902814,0
"D2",0,0.548356123634495,0.451643876365505,0
"E2",0,0.736058960047854,0.263941039952146,0
"G2",0,0.741085299578877,0.258914700421123,0
"H2",0,0.756975764369526,0.243024235630474,0
"I2",0,0.999779487464444,0.000220512535556381,0
"J2",0,0.699795420071036,0.300204579928965,0
"K2",0,0.999758339896829,0.00024166010317129,0
"A3",0,0,0.299940448489982,0.700059551510019
"B3",0,0,0.145976206165896,0.854023793834104
"C3",0,0,0.78882316250662,0.21117683749338
"D3",0,0,0.453479822750676,0.546520177249324
"E3",0,0,0.999701422841138,0.000298577158862272
"G3",0,0,0.281953570351895,0.718046429648105
"H3",0,0,0.29987849557199,0.70012150442801
"I3",0,0,0.756966176539215,0.243033823460785
"J3",0,0,0.768047862879638,0.231952137120362
"K3",0,0,0.818741460945485,0.181258539054515
"END3",0,0,1,0
"A4",0,0,0,1
"B4",0,0,0,1
"C4",0,0,0,1
"D4",0,0,0,1
"E4",0,0,0,1
"G4",0,0,0,1
"H4",0,0,0,1
"I4",0,0,0,1
"J4",0,0,0,1
"K4",0,0,0,1
"END4",0,0,0,1
