"A","B","C","D","E","G","H","I","J","K","END"
"A1",0.0712515040502659,0.0524938902580143,0.0151268167420029,0.101318216128486,0.112928332436558,0.109061441499921,0.19869069904109,0.101170256709033,0.0378121193865069,0.200146723748121,0
"B1",0.171555181883985,0.0834656940908718,0.00778756354648281,0.15998250872723,0.356172270602415,0.0739725163464724,0.0166603554861142,0.0201819612166141,0.0702464773946104,0.0399754707052039,0
"C1",0.0422129686412721,0.0400850331179492,0.0474181621942051,0.284639807179801,0.059509696373502,0.177057848114717,0.0508886064749073,0.0544338925760766,0.235357857121203,0.00839612820636696,0
"D1",0.0103647828859647,0.0461153447171466,0.139113589009671,0.0561044717255134,0.0368960648506858,0.188917878362014,0.307926946164507,0.0899754062913236,0.118187443217237,0.00639807277593661,0
"E1",0.205377349975315,0.132563373976114,0.100388380242931,0.0258660224740558,0.00909001324269219,0.02859959581259,0.18446954297217,0.123236488582389,0.0232096708830222,0.16719956183872,0
"G1",0.114409034408009,0.0230159599364636,0.00644813311032473,0.139307849567135,0.356497609990386,0.0152363082908827,0.0466507692770183,0.0358550116038564,0.194149017953273,0.0684303058626517,0
"H1",0.0177865475830512,0.103617182928096,0.0745556953350517,0.129600640409264,0.398055898914931,0.00159759981718803,0.0322858146793876,0.0450464928219005,0.091012934697246,0.106441192813884,0
"I1",0.148301021496804,0.0607733915604121,0.00253209497913184,0.351661411795911,0.123660039641491,0.0622576739565373,0.0258401324240065,0.107829233045794,0.116820137401803,0.000324863698109347,0
"J1",0.120013941673289,0.0117166503306671,0.141295966146741,0.0574667327383533,0.155614545449274,0.120113059398448,0.184160486199709,0.144531824578289,0.0224840348920387,0.0426027585931914,0
"K1",0.000876778679912905,0.0158747543083105,0.161271794134028,0.135039524696627,0.21819155098406,0.312857268134836,0.0337310156201821,0.0460312571990142,0.0213735255631565,0.0547525306798738,0
"A2",0.0959350128383571,0.0346343852536001,0.374065412022637,0.0379307821388673,0.0570629083832649,0.0658009542823683,0.0719450153395362,0.179083142478519,0.016575480211136,0.0669669070517135,0
"B2",0.00972885140880743,0.272917177741535,0.112302934447486,0.0286311060246847,0.00285416876756966,0.0924270906808889,0.0693345059372062,0.203138327178806,0.18386815600846,0.024797681804556,0
"C2",0.411754681654157,0.055839371658341,0.0341398082592296,0.00231364152124871,0.27548028964193,0.00154862560573664,0.0203578300168478,0.00643173238934368,0.0379818268500581,0.154152192403107,0
"D2",0.107606504244987,0.207720642584021,0.0355690114787891,0.0317477566003692,0.0565965753127402,0.0885343123616064,0.134788691376527,0.25536189052652,0.0194288377010414,0.0626457778133977,0
"E2",0.0129206015858334,0.00986862294543733,0.0719140226948774,0.0637286310099393,0.106372801426304,0.141002395354724,0.227043203030724,0.0325673146992227,0.0329955411800389,0.301586866072899,0
"G2",0.218282495718509,0.106207219329896,0.0949146714230239,0.0262283251668333,0.0244505991172889,0.319862301677112,0.094107155382855,0.0867973851478729,0.02750324265755,0.00164660437905942,0
"H2",0.304483777846293,0.0473506721639928,0.13155198598934,0.0432883083437452,0.0674639547315887,0.0057195458057102,0.16570954413353,0.130542082748858,0.0928265676519424,0.0110635605850004,0
"I2",0.0678480702402039,0.157598723189518,0.218670828299203,0.117961170867171,0.0414254066367886,0.119571275364962,0.152193467607654,0.0473291013119431,0.0745405833794811,0.00286137310307441,0
"J2",0.028081559679766,0.252014655235147,0.0315215721338496,0.0994136695274346,0.0844952368267644,0.100058819792167,0.17167558476084,0.0288583770224754,0.106040045647563,0.0978404793739935,0
"K2",0.10667482163384,0.0327136472908949,0.392355352085789,0.0197019609465387,0.0191916731982156,0.0757917675612673,0.0886891848844743,0.139537094909675,0.101454799374972,0.0238896981143332,0
"A3",0.137794148136139,0.296412719330416,0.023616807039723,0.00793889506826291,0.0210199978747852,0.0076317600954412,0.117238150412574,0.0225342465869674,0.170317877617752,0.159341685754972,0.0361537120829671
"B3",0.0479233204022485,0.224028291010867,0.11213721256171,0.0183062798976429,0.00440478251702392,0.0132968199248149,0.227499405210655,0.169131578893776,0.027923233277593,0.0625785305496905,0.092770545753979
"C3",0.0021096918976633,0.0206473244113591,0.039026496714895,0.252293915638178,0.200156113344422,0.00194591810102348,0.0903781337241983,0.263005424344603,0.077263699929422,0.0200538267245941,0.0331194551696416
