"1","2","3","4"
"A1",0.938842199255755,0.0611578007442455,0,0
"B1",0.997246638127694,0.00275336187230563,0,0
"C1",0.99992356097764,7.64390223596025e-05,0,0
"D1",0.999155826357024,0.000844173642975632,0,0
"E1",0.16052583017111,0.83947416982889,0,0
"G1",0.861983297147879,0.138016702852121,0,0
"H1",0.97281674917343,0.0271832508265705,0,0
"I1",0.984880124321901,0.0151198756780989,0,0
"J1",0.983751636833447,0.0162483631665531,0,0
"K1",0.858170516781865,0.141829483218135,0,0
"A2",0,0.764561531366369,0.235438468633631,0
"B2",0,0.902154104167635,0.0978458958323651,0
"C2",0,0.998902261529143,0.00109773847085716,0
"D2",0,0.992368703451537,0.00763129654846267,0
"E2",0,0.293605872139487,0.706394127860513,0
"G2",0,0.999033177290954,0.000966822709045743,0
"H2",0,0.813140794435417,0.186859205564583,0
"I2",0,0.0194713293673061,0.980528670632694,0
"J2",0,0.831850290238029,0.168149709761971,0
"K2",0,0.978044326411136,0.0219556735888641,0
"A3",0,0,0.99999899252202,1.00747798002161e-06
"B3",0,0,0.999049764954234,0.0009502350457658
"C3",0,0,0.996532103782293,0.0034678962177067
"D3",0,0,0.967600525859996,0.0323994741400038
"E3",0,0,0.821264853113759,0.178735146886241
"G3",0,0,0.157121484789444,0.842878515210556
"H3",0,0,0.999998706085107,1.29391489287714e-06
"I3",0,0,0.999977414189921,2.25858100785658e-05
"J3",0,0,0.98916642871461,0.0108335712853899
"K3",0,0,0.999891150058559,0.000108849941441177
"END3",0,0,1,0
"A4",0,0,0,1
"B4",0,0,0,1
"C4",0,0,0,1
"D4",0,0,0,1
"E4",0,0,0,1
"G4",0,0,0,1
"H4",0,0,0,1
"I4",0,0,0,1
"J4",0,0,0,1
"K4",0,0,0,1
"END4",0,0,0,1
