"1","2","3","4"
"A1",0.999655947272165,0.000344052727834628,0,0
"B1",0.95990016028614,0.0400998397138595,0,0
"C1",0.999818840082432,0.000181159917568313,0,0
"D1",0.999708412367511,0.000291587632488725,0,0
"E1",0.184378721710885,0.815621278289115,0,0
"G1",0.813069184781783,0.186930815218218,0,0
"H1",0.970214543024998,0.0297854569750025,0,0
"I1",0.961384253069271,0.0386157469307294,0,0
"J1",0.977399613764725,0.0226003862352754,0,0
"K1",0.999722831337049,0.000277168662950552,0,0
"A2",0,0.984478725687852,0.0155212743121483,0
"B2",0,0.999259768875835,0.000740231124165361,0
"C2",0,0.683637200581906,0.316362799418094,0
"D2",0,0.999488763145577,0.000511236854422623,0
"E2",0,0.341123098462121,0.658876901537879,0
"G2",0,0.577109228531226,0.422890771468774,0
"H2",0,0.952346323583166,0.0476536764168343,0
"I2",0,0.166769239302082,0.833230760697918,0
"J2",0,0.999437236325778,0.000562763674222066,0
"K2",0,0.826413469601666,0.173586530398334,0
"A3",0,0,0.999828614797611,0.000171385202388775
"B3",0,0,0.999823432569071,0.000176567430928658
"C3",0,0,0.999873006031553,0.000126993968447078
"D3",0,0,0.999853003792265,0.000146996207734961
"E3",0,0,0.797031398742617,0.202968601257383
"G3",0,0,0.288198030976637,0.711801969023363
"H3",0,0,0.999836693958861,0.000163306041138892
"I3",0,0,0.934390877751713,0.0656091222482866
"J3",0,0,0.999822555025696,0.000177444974304377
"K3",0,0,0.957034338948804,0.0429656610511963
"END3",0,0,1,0
"A4",0,0,0,1
"B4",0,0,0,1
"C4",0,0,0,1
"D4",0,0,0,1
"E4",0,0,0,1
"G4",0,0,0,1
"H4",0,0,0,1
"I4",0,0,0,1
"J4",0,0,0,1
"K4",0,0,0,1
"END4",0,0,0,1
