"1","2","3","4"
"A1",0.914010902813192,0.085989097186808,0,0
"B1",0.80528506478145,0.19471493521855,0,0
"C1",0.798428350588858,0.201571649411142,0,0
"D1",0.79923290607271,0.20076709392729,0,0
"E1",0.999671676976525,0.000328323023474976,0,0
"G1",0.000184554549256832,0.999815445450743,0,0
"H1",0.999742789260912,0.000257210739088553,0,0
"I1",0.999166814510209,0.000833185489790956,0,0
"J1",0.963684968012513,0.0363150319874869,0,0
"K1",0.858975430463659,0.141024569536341,0,0
"A2",0,0.999513693367883,0.000486306632116766,0
"B2",0,0.999722724188393,0.000277275811607225,0
"C2",0,0.257724242344329,0.742275757655671,0
"D2",0,0.527339195796059,0.472660804203941,0
"E2",0,0.529345808057348,0.470654191942652,0
"G2",0,0.830562381476466,0.169437618523534,0
"H2",0,0.99922632586148,0.00077367413852038,0
"I2",0,0.9997767265907,0.000223273409299497,0
"J2",0,0.607845563907571,0.392154436092429,0
"K2",0,0.99956281075872,0.000437189241280407,0
"A3",0,0,0.999387497972873,0.000612502027126891
"B3",0,0,0.807760459524665,0.192239540475335
"C3",0,0,0.985210811971856,0.0147891880281439
"D3",0,0,0.854619156089207,0.145380843910794
"E3",0,0,0.99963953471685,0.000360465283149921
"G3",0,0,0.948419331202959,0.0515806687970416
"H3",0,0,0.801938225265165,0.198061774734835
"I3",0,0,0.940686637994414,0.0593133620055857
"J3",0,0,0.788967867630736,0.211032132369264
"K3",0,0,0.862579813996708,0.137420186003292
"END3",0,0,1,0
"A4",0,0,0,1
"B4",0,0,0,1
"C4",0,0,0,1
"D4",0,0,0,1
"E4",0,0,0,1
"G4",0,0,0,1
"H4",0,0,0,1
"I4",0,0,0,1
"J4",0,0,0,1
"K4",0,0,0,1
"END4",0,0,0,1
