"1","2","3","4"
"A1",0.999509540131231,0.000490459868769413,0,0
"B1",0.640510165007791,0.359489834992209,0,0
"C1",0.875004514923569,0.124995485076432,0,0
"D1",0.453904986712618,0.546095013287383,0,0
"E1",0.753903951078538,0.246096048921462,0,0
"G1",0.547114403941376,0.452885596058624,0,0
"H1",0.904554982555095,0.0954450174449049,0,0
"I1",0.931456001084339,0.068543998915661,0,0
"J1",0.950273534193776,0.049726465806224,0,0
"K1",0.729037936897258,0.270962063102742,0,0
"A2",0,0.999853971436091,0.000146028563909014,0
"B2",0,0.000369352383441487,0.999630647616559,0
"C2",0,0.726155108563639,0.273844891436361,0
"D2",0,0.486047530582354,0.513952469417646,0
"E2",0,0.999688595532956,0.000311404467044014,0
"G2",0,0.999663195315221,0.000336804684778768,0
"H2",0,0.883377736033105,0.116622263966894,0
"I2",0,0.679499474867369,0.320500525132631,0
"J2",0,0.999699999174704,0.000300000825295859,0
"K2",0,0.265140059326086,0.734859940673914,0
"A3",0,0,0.984813442164647,0.0151865578353528
"B3",0,0,0.0701908192041592,0.929809180795841
"C3",0,0,0.389786233497956,0.610213766502044
"D3",0,0,0.58947482718268,0.41052517281732
"E3",0,0,0.840260417093564,0.159739582906436
"G3",0,0,0.656147755263335,0.343852244736665
"H3",0,0,0.379401171339062,0.620598828660938
"I3",0,0,0.999814975844879,0.000185024155120627
"J3",0,0,0.999756123461066,0.00024387653893353
"K3",0,0,0.960265791320495,0.0397342086795049
"END3",0,0,1,0
"A4",0,0,0,1
"B4",0,0,0,1
"C4",0,0,0,1
"D4",0,0,0,1
"E4",0,0,0,1
"G4",0,0,0,1
"H4",0,0,0,1
"I4",0,0,0,1
"J4",0,0,0,1
"K4",0,0,0,1
"END4",0,0,0,1
