"A","B","C","D","E","G","H","I","J","K","END"
"A1",0.0754069154043971,0.0493632630285571,0.019931201788006,0.106486163044365,0.111394287495242,0.0960189943543875,0.192057923528662,0.108000643185619,0.0424984015078642,0.198842206662899,0
"B1",0.173988278601151,0.0906654491364068,0.00482139168106105,0.145022602260195,0.366501395332224,0.0845792007436079,0.0147715351583417,0.0188835176451242,0.0651260442465761,0.0356405851953133,0
"C1",0.0390420193389695,0.0346396806942553,0.0438903914477204,0.255391898183928,0.0552482432924436,0.183452457571512,0.0595990922014149,0.0528606256998174,0.269017575762828,0.00685801580711126,0
"D1",0.00852938393990364,0.0520306541635496,0.135246208018786,0.0651950977914511,0.036002099758631,0.194645234266267,0.295270653221121,0.0897668276781266,0.12051008332266,0.00280375783950459,0
"E1",0.195237172517073,0.146207300239317,0.0975409607491836,0.0279278670195641,0.00642273649392925,0.0243704787623329,0.185072142717197,0.118110915738786,0.0260561839222529,0.173054241840365,0
"G1",0.113239380852451,0.0187262047111519,0.00626853458813269,0.151341745327085,0.363462084306922,0.0103902671161599,0.0416354656706903,0.0388914581849438,0.192972804497963,0.0630720547445004,0
"H1",0.0230178703448556,0.098393993131899,0.0704716192280195,0.136245260455782,0.385088767710531,0.000748471445172506,0.0365401440286554,0.0445824098097302,0.0838174730309394,0.121093990814416,0
"I1",0.142858684471115,0.0583372594780024,0.00198565983676531,0.382457571476699,0.125565570408754,0.0576766705197039,0.0219393491620026,0.0949268615607143,0.113316298055458,0.000936075030785211,0
"J1",0.12878017244402,0.0121264944260934,0.137008405776675,0.0458338570529693,0.149759792848789,0.119497676196143,0.190464638732014,0.143737912257692,0.0285282297016333,0.0442628205639716,0
"K1",0.00413997072148928,0.0119540390305957,0.186982582139159,0.125874408111597,0.232029122932682,0.298554843170871,0.0275284751100837,0.0470825012874394,0.0158940520418516,0.0499600054542315,0
"A2",0.135928157322424,0.044206088842562,0.374689743354139,0.0365621053622165,0.0523222756171502,0.055657093150054,0.0698084973724021,0.177016845280373,0.00303231173684458,0.0507768819618345,0
"B2",0.0166631900160656,0.252633832092838,0.148310643462497,0.0202638231570772,0.000236821507408815,0.0827052651161366,0.0886074939414891,0.198468546569597,0.173756131819709,0.018354252317182,0
"C2",0.429001443540777,0.0462477811804558,0.0382923692400462,0.0044723643359076,0.26813334225767,0.000142329163645306,0.0216173077193548,0.011755440573584,0.0429091794215832,0.137428442566976,0
"D2",0.152461004710823,0.19956504832695,0.000152994738204233,0.00892285676703078,0.102523463549764,0.120465980488547,0.116960132023132,0.203729014071979,0.0139769737055147,0.0812425316180547,0
"E2",0.0256567973530297,0.000257563842893333,0.0617552442051043,0.0655550806436683,0.105718651233051,0.164571085524731,0.231625260223622,0.0544398687401856,0.0464072551728154,0.2440131930609,0
"G2",0.239514858932025,0.0825063265261231,0.111928438503782,0.0258086291952808,0.0200277640669797,0.331954404056722,0.086228689207588,0.0580259926938862,0.0251016138565697,0.0189032829610439,0
"H2",0.000146118070306241,0.00204448785846436,0.206367370140262,0.000301131966468549,0.153166466000132,0.292966407615799,0.000183564145123317,0.29037265154212,0.000309828634512623,0.0541419740268113,0
"I2",0.0444172009758763,0.192586773734455,0.315253386170895,0.0946289321707057,0.0128556216431579,0.117941227571157,0.0174170378367738,0.113587628249355,0.0791882509983302,0.0121239406492941,0
"J2",0.00101852726273988,0.261190394500023,0.0592053054023138,0.109668468959985,0.0834437485063889,0.109852930567779,0.149006772827529,0.0268667813466507,0.122748138181716,0.0769989324448743,0
"K2",0.0829240227784985,0.0522008460083013,0.374012138590481,0.0394540510550134,0.00802308441024061,0.128894883790011,0.0894566885852574,0.13541955614025,0.061290684167987,0.0283240444739601,0
"A3",0.126610185560623,0.301085184427385,0.0313395838872863,0.00162624466698633,0.0124756881799913,0.0128178595083966,0.125792418036443,0.0153997921532093,0.163958195171341,0.179998195086149,0.0288966533221896
"B3",0.0376857976574141,0.227012768617655,0.12300616342123,0.014133170812703,0.00382009147018426,0.0108228353089364,0.227749414461784,0.175397243017665,0.0308159742354454,0.0565803415947524,0.0929761994022299
"C3",0.00101439896519838,0.0213831523491159,0.0496839272599038,0.252006331811004,0.198861894416836,0.000149009161246991,0.0931418549553361,0.250739559078351,0.0849755463951603,0.0209917985653901,0.0270525270424582
"D3",0.0244426859489447,0.132552169176864,0.339290903873855,0.0102632935332826,0.256198232947773,0.000147736701777322,0.0272648902357923,0.0749427401329539,0.0612995901478391,0.0459181906298054,0.027679566671112
"E3",0.0343501688376478,0.500391674972073,0.0118387202553697,0.039836325128876,0.0997455154484958,0.00451348741110006,0.154316947893151,0.102019358958792,0.000142145019040363,0.0427995340030929,0.0100461220723614
"G3",0.000156646708810223,0.135401573934156,0.0617688111381998,0.0722823263751165,0.0203423784130234,0.162860862859804,0.0060748152097052,0.11879455785842,0.0603246264412517,0.322426712439243,0.0395666886222715
"H3",0.0519969470633342,0.244552798210966,0.0887740620567345,0.154161673056726,0.0689451841555568,0.185264456389336,0.121406794859303,0.0546484789108701,0.0072662983758325,0.0188145790494477,0.00416872787189291
"I3",0.0860885689367699,0.252850036616215,0.0835092512885141,0.353240531176198,0.00939354146719449,0.00225399178657035,0.0967376771963825,0.0437163670882508,0.0372304670103731,0.0339780463039902,0.00100152112954164
"J3",0.217756260512768,0.0348124034433707,0.273591582231246,0.0879780523163114,0.012823378307342,0.0527438123048431,0.0522722169153349,0.00259540355156573,0.132187615862879,0.116857541354543,0.0163817331997959
"K3",0.135381171396947,0.012707599442131,0.132073683452417,0.0870714747314899,0.222213203161699,0.0348607421354007,0.124548547701747,0.00704281524760584,0.0883585615403767,0.153308622598431,0.00243357859175502
"A4",0.0534388265589543,0.0706981407723138,0.260437981029051,0.030480399981152,0.00355884308224299,0.0838559822825207,0.00514978696620086,0.258028674679148,0.00783078741233063,0.135457739182159,0.0910628380539263
"B4",0.0474172006468917,0.270507935171063,0.107039764888407,0.0641950680086207,0.10957667283086,0.00564400991682531,0.0686069649932332,0.04015739473868,0.0166090084154314,0.218705796714571,0.0515401836754166
"C4",0.0572390284336064,0.0296556101333735,0.211326712883033,0.0785737704415842,0.0644863817332438,0.0329551253257989,0.00917625965881416,0.280307836702993,0.025843446637387,0.0670542404089424,0.143381587641223
"D4",0.338782308891779,0.019105093814819,0.0474283880340662,0.0416726863142321,0.0835493224603164,0.11588157483445,0.0931628804114647,0.0118834496994224,0.0856220129674203,0.0788046391986303,0.0841076433734004
"E4",0.191609327633047,0.164382063497775,0.154390877273544,0.147546753340477,0.00580945705211074,0.0225290837524785,0.054625977060832,0.111920657559945,0.0013417678192632,0.142589611862379,0.00325442314815056
"G4",0.0110020268023923,0.141699664615734,0.185909559178015,0.0783715923607109,0.0611012344187425,0.0139780420582636,0.202815228767288,0.08290007110264,0.0836226194554732,0.0810719429961759,0.0575280182445644
"H4",0.0438962669577709,0.457228569547651,0.0601507618895909,0.0349814000278698,0.00391397383174336,0.031060941759337,0.0489891791953692,0.108067874106852,0.0149066315256722,0.144238591492724,0.0525658096654197
"I4",0.0974235823851119,0.242645196865866,0.0626434322676659,0.00361552258286468,0.290611530506288,0.12059316633584,0.0487425947979584,0.0636730533262014,0.0251364975356226,0.0116956405630077,0.0332197828335742
"J4",0.298667507675316,0.00798158752740975,0.0663583690331236,0.0164963089715681,0.0401300829667434,0.155487114809201,0.182722751493429,0.0554213007781507,0.111920321234335,0.000196099650758496,0.0646185558599646
"K4",0.113750154858237,0.160331325222536,0.126644948192253,0.0260509156041798,0.050225996098202,0.162653147822567,0.0622382266408594,0.0691000007386874,0.0161362744284659,0.140343558733762,0.072525451660251
