"1","2","3","4"
"A1",0.954384186481489,0.0456158135185114,0,0
"B1",0.937506575900223,0.0624934240997768,0,0
"C1",0.0233303632592975,0.976669636740703,0,0
"D1",0.274626829952868,0.725373170047132,0,0
"E1",0.914878164944225,0.0851218350557749,0,0
"G1",0.999999999913982,8.60179339460534e-11,0,0
"H1",0.061881463202064,0.938118536797936,0,0
"I1",0.01809557008045,0.98190442991955,0,0
"J1",0.993836368088954,0.00616363191104591,0,0
"K1",0.644139890055513,0.355860109944487,0,0
"A2",0,0.563129570881728,0.436870429118272,0
"B2",0,0.813309795346281,0.186690204653719,0
"C2",0,0.579688563679766,0.420311436320234,0
"D2",0,0.998742218782526,0.00125778121747366,0
"E2",0,0.991200431769421,0.00879956823057862,0
"G2",0,0.999954905119531,4.50948804690685e-05,0
"H2",0,0.989122046575318,0.0108779534246819,0
"I2",0,0.396041612616902,0.603958387383098,0
"J2",0,0.957161573175623,0.0428384268243769,0
"K2",0,0.345483667292898,0.654516332707102,0
"A3",0,0,0.979529834621759,0.0204701653782413
"B3",0,0,0.304470121448695,0.695529878551305
"C3",0,0,0.999092865605465,0.000907134394535244
"D3",0,0,0.680254543519096,0.319745456480904
"E3",0,0,0.949934953099488,0.0500650469005121
"G3",0,0,0.171105057409847,0.828894942590153
"H3",0,0,0.999117081240728,0.000882918759272291
"I3",0,0,0.718557299453604,0.281442700546396
"J3",0,0,0.959862627140764,0.0401373728592362
"K3",0,0,0.999977653921887,2.23460781130213e-05
"END3",0,0,1,0
"A4",0,0,0,1
"B4",0,0,0,1
"C4",0,0,0,1
"D4",0,0,0,1
"E4",0,0,0,1
"G4",0,0,0,1
"H4",0,0,0,1
"I4",0,0,0,1
"J4",0,0,0,1
"K4",0,0,0,1
"END4",0,0,0,1
