"A","B","C","D","E","G","H","I","J","K","END"
"A1",0.0709069696669732,0.0479989785346572,0.0189664878562721,0.100581316017118,0.117785689759232,0.0897372839532313,0.190310735660275,0.108411532907998,0.0472581553713496,0.208042850272893,0
"B1",0.192597140470673,0.0858322393514242,0.00447785923216268,0.148569437781239,0.345121961607586,0.0819514787757302,0.0099949448250894,0.0163423969155263,0.0849953415186465,0.030117199521922,0
"C1",0.0527101753441535,0.0332786552911688,0.049910592669878,0.269764776525639,0.0632305737962057,0.16484652446333,0.0348083177516826,0.0560389760580817,0.266613234017872,0.00879817408198876,0
"D1",0.00874544012800002,0.0540015465354599,0.138735087979586,0.0611817555201428,0.0292624363071992,0.183677704989349,0.305360464951617,0.0992338200172585,0.117617622487815,0.00218412108357265,0
"E1",0.193158267752674,0.139760356267856,0.102929811731283,0.0319006198779749,0.00351396681252408,0.0335912351290431,0.186729758301047,0.121951940553039,0.0291492718388768,0.157314771735682,0
"G1",0.118151876993552,0.0108664529609577,0.000182832746174843,0.143480053720395,0.354844454977185,0.00842714607275631,0.0520966281299019,0.0373968115263626,0.205021241136509,0.0695325017362052,0
"H1",0.0197752514403111,0.104279380174877,0.0606470447955657,0.151548145438288,0.378471980915679,0.00167472163654288,0.0277560108772854,0.0499948595322983,0.0833715089573822,0.12248109623177,0
"I1",0.147982734631489,0.0494978652116348,0.000180239512231455,0.370225613014827,0.140248460361502,0.0540481813788123,0.0212892673318897,0.101135484120501,0.11529088439153,0.0001012700455832,0
"J1",0.141522337927911,0.0162367443369151,0.118428447045475,0.0471394180342862,0.133844327729129,0.113490284534433,0.208495444843537,0.150457102935494,0.0285529231866909,0.041832969426129,0
"K1",0.00787205797541867,0.00805407771432943,0.177545696785367,0.132113518859233,0.22286087775881,0.312806920542654,0.0337380125297279,0.0531713693771643,0.00567494310094646,0.0461625253563487,0
"A2",0.0729202965258473,0.039295119670235,0.325174881185055,0.0390612900280583,0.052252474147734,0.0585404434523504,0.107717893791672,0.186785211985932,0.0435895321437414,0.0746628570693747,0
"B2",0.00831154707009333,0.299395998136291,0.122543765648869,0.0454371270725787,0.000106120067128379,0.0888804226433598,0.0894643758542016,0.166582339721689,0.14804220524802,0.0312360985377691,0
"C2",0.428052236890926,0.0536395374367479,0.0356449586706685,0.00655404594652445,0.261882771170361,0.000150922357377686,0.0305666287532211,0.0166095272878837,0.0148888663564744,0.152010505129815,0
"D2",0.107569455706977,0.294033402237696,0.000140349224358045,0.0147327354046348,0.10058101799703,0.0923153703430834,0.0856478075495821,0.189673751258776,0.000160375406899074,0.115145734870964,0
"E2",0.00950050743546091,0.0183206630817464,0.0922431351073546,0.0834805865746032,0.086234284198466,0.192315196970621,0.20553050362234,0.0569879049407406,0.0124006964650799,0.242986521603587,0
"G2",0.179799887014825,0.123995742473787,0.126369356102623,0.0281016746411335,0.0108390751582091,0.309894496438973,0.081292426598214,0.0699906094554744,0.0298307944356365,0.0398859376811246,0
"H2",0.162644487903639,0.0170797371946169,0.000423564865698625,0.000272118736643522,0.000278342564646718,0.00039933557929669,0.661848282198957,0.000371690976329199,0.000371537036277501,0.156310902943895,0
"I2",0.0232518408481849,0.139924842507258,0.375476822269124,0.0955996261888101,0.000152792788134978,0.0651523263615954,0.00262525062420408,0.194215181905929,0.103369075418139,0.000232241088620118,0
"J2",0.000270459410900979,0.232008500354876,0.0564252107415107,0.126213481952103,0.0718746468385157,0.101126164053298,0.203959530143119,0.0418751945009226,0.107847578300339,0.0583992337044156,0
"K2",0.128667655812639,0.0719763855883023,0.361837521223637,0.0104166010756647,0.000192255886039642,0.0795945941573087,0.0677197973697713,0.127065960165385,0.056361248047657,0.0961679806735953,0
"A3",0.160103368122589,0.273751065545697,0.0312527465845229,0.00284002675490811,0.0103470951342418,0.00456884924501031,0.115849573642824,0.0162270739926348,0.15985795398527,0.200724972635441,0.0244772743568609
"B3",0.044485681286537,0.219021942861949,0.112924238442953,0.0175553700744353,0.00463484932287427,0.00642123218706441,0.261436959337637,0.168279644557816,0.0309348663466329,0.0559567186736114,0.07834849690849
"C3",0.00202630394158607,0.027027588980795,0.0488242918024379,0.231964319281911,0.212879180044431,0.000205349828898127,0.0970066014268643,0.244060274969023,0.103153298584451,0.0129717104759606,0.0198810806636419
"D3",0.0292988846636447,0.127056356596884,0.36519350908267,0.0067633353680918,0.23495679394863,0.000211182062112379,0.026341330232711,0.0760726142468743,0.0594330492471365,0.0446082218387585,0.0300647227124866
"E3",0.0368761924764265,0.455623606014532,0.0183193379747745,0.0503160376292326,0.103990362199392,0.00130810596826066,0.176978914643556,0.103448774422367,0.00334285043493511,0.0285969746426016,0.0211988435939214
"G3",0.000150173539812732,0.120478201256318,0.0721286672827156,0.0816946677055327,0.016919086978988,0.18130152318078,0.0109950173315278,0.113989163485209,0.0457839615635391,0.320018739049239,0.0365407986263392
"H3",0.0477317220169329,0.262417495476532,0.0922825768162765,0.127051244312696,0.0672426432484626,0.209486420480522,0.101872961005237,0.0508423684589353,0.00907345784099754,0.0265668505388451,0.00543225980456235
"I3",0.0719979548697124,0.262474128509775,0.068987658043351,0.372269236244411,0.0087425810320469,0.0022487723063691,0.115314772301301,0.0359262890681569,0.0261666108128385,0.0324468872526978,0.00342510955934002
"J3",0.228318284935953,0.0169231376516095,0.260260492273827,0.113240197817056,0.0178963538126128,0.044287475802423,0.0417914191302275,0.000486886110669506,0.139162046183243,0.125571734823857,0.0120619714585205
"K3",0.167031103278281,0.0111091184040308,0.118569152677989,0.10280369367193,0.219727320918239,0.0276114851313433,0.131603411214799,0.00730682964065732,0.0664999816446861,0.146998747575388,0.000739155842656354
"A4",0.0434208843360794,0.0799910513607719,0.25612025299334,0.027379698155233,0.00572734753025358,0.0792884627534328,0.0119071624452153,0.257257696807996,0.0106565670667977,0.153737023425337,0.0745138531255428
"B4",0.0424807922305871,0.265143050033121,0.110494447597255,0.0709406586802752,0.119439757474496,0.00280074970798704,0.0566842191257978,0.0427093265033627,0.0185838822087037,0.217984540299539,0.0527385761388746
"C4",0.0586770335652533,0.0269887680156636,0.19027089558576,0.0835876119289416,0.0626826788132002,0.0349851673782734,0.0132790850500019,0.287489014692526,0.024491216980874,0.0630936376486131,0.154454890340893
"D4",0.374826405538721,0.015287678482547,0.0382102856445614,0.0346326998396713,0.0909026231963167,0.1011420535014,0.101378808335138,0.00997938491409073,0.0601237359642221,0.103586070711105,0.0699302538722282
"E4",0.204999301680934,0.161472891254252,0.152190991198242,0.125673238729479,0.00990401033353788,0.0236847484028059,0.0527432807511024,0.10492573842282,0.00326954802656926,0.160851830568211,0.000284420632047122
"G4",0.00640924351610903,0.141873040537526,0.179964998925642,0.0831053748462624,0.0635017250654196,0.00603876786482673,0.206827719843645,0.077537831926358,0.062609222085682,0.119670683604206,0.0524613917843225
"H4",0.0558955439396059,0.454267659856547,0.0652709483633464,0.0408078590028062,0.0104024992319929,0.0384825766663419,0.045759084919757,0.107457178775773,0.017092523669247,0.110242133515731,0.0543219920588519
"I4",0.0952475499018313,0.254637887299108,0.0573616584594197,0.00419222931292134,0.305047484347597,0.0982848819121439,0.0557303121453269,0.0635832448847748,0.0209225808786802,0.0138406804797116,0.0311514903784858
"J4",0.308832977827552,0.000108300702291814,0.0649702125938057,0.0089204943931528,0.0352006125078504,0.146066790528513,0.171487192167871,0.0462468783980263,0.125912951809571,0.000184175117289077,0.0920694139540769
"K4",0.120526514963709,0.158745600616259,0.116862955341859,0.0269974517978315,0.0563070153707724,0.155088945693666,0.0582843097351787,0.0718251729196806,0.0201996332115145,0.133049500248797,0.0821129001007322
