"1","2","3","4"
"A1",0.999766826378826,0.000233173621174286,0,0
"B1",0.960605410857841,0.0393945891421594,0,0
"C1",0.3438840146768,0.6561159853232,0,0
"D1",0.198774285274726,0.801225714725274,0,0
"E1",0.886156324518539,0.113843675481461,0,0
"G1",0.712367215565785,0.287632784434215,0,0
"H1",0.545722142214772,0.454277857785228,0,0
"I1",0.788552194306185,0.211447805693815,0,0
"J1",0.999487039989069,0.000512960010930551,0,0
"K1",0.776229922262577,0.223770077737423,0,0
"A2",0,0.636682662249451,0.363317337750549,0
"B2",0,0.999729340409924,0.000270659590076123,0
"C2",0,0.713681784639929,0.286318215360071,0
"D2",0,0.392065005073061,0.607934994926939,0
"E2",0,0.877448770373634,0.122551229626366,0
"G2",0,0.934162730659694,0.0658372693403062,0
"H2",0,0.99903308014017,0.000966919859830032,0
"I2",0,0.27577639925803,0.72422360074197,0
"J2",0,0.683245731671569,0.316754268328431,0
"K2",0,0.999804189416004,0.000195810583996133,0
"A3",0,0,0.999732866985569,0.000267133014430994
"B3",0,0,0.622292989917053,0.377707010082947
"C3",0,0,0.544250675433013,0.455749324566987
"D3",0,0,0.923594208316682,0.0764057916833176
"E3",0,0,0.744090480911766,0.255909519088234
"G3",0,0,0.225425291409649,0.774574708590351
"H3",0,0,0.859168250870707,0.140831749129293
"I3",0,0,0.405561863386262,0.594438136613738
"J3",0,0,0.601462879856078,0.398537120143922
"K3",0,0,0.999299775595476,0.000700224404524121
"END3",0,0,1,0
"A4",0,0,0,1
"B4",0,0,0,1
"C4",0,0,0,1
"D4",0,0,0,1
"E4",0,0,0,1
"G4",0,0,0,1
"H4",0,0,0,1
"I4",0,0,0,1
"J4",0,0,0,1
"K4",0,0,0,1
"END4",0,0,0,1
