"A","B","C","D","E","G","H","I","J","K","END"
"A1",0.0400900970296966,0.0738473268092588,0.0901512340210569,0.191648115726966,0.0722285878503298,0.303836885903906,0.0097115813439722,0.00885610597995953,0.0599559217942971,0.149674143540557,0
"B1",0.00945570066362376,0.154169927406696,0.209673620053037,0.0168606723828995,0.1319732417798,0.087468549672019,0.228872605951053,0.0305651849154997,0.00790941517609844,0.123051081999273,0
"C1",0.192610287965636,0.104929811133248,0.158965835386969,0.0204301164550012,0.122446754015589,0.247889945594094,0.0120793100147068,0.0178625133864548,0.00312474920806249,0.119660676840239,0
"D1",0.0388290474605338,0.117184687943167,0.147467682412223,0.023831971477711,0.196094277854446,0.020150717082996,0.00208471466797519,0.248110042683111,0.0728414085981255,0.133405449819712,0
"E1",0.125288764428917,0.0529210456141734,0.0906987539555732,0.019854506118285,0.179365744837315,0.0809665993448647,0.0372082864836829,0.324801324693164,0.0133333387218112,0.0755616358022131,0
"G1",0.132964506817932,0.0357232810668708,0.124999902179577,0.282688420280636,0.0263916474449467,0.0422932782784275,0.151420135938008,0.0965808725145437,0.059626649011326,0.0473113064677324,0
"H1",0.0574759022070789,0.559190765945344,0.0195436871558049,0.0802437864014452,0.0216374613312639,0.00740121670496819,0.031094392064545,0.0501738700809278,0.0119845401514965,0.161254377957126,0
"I1",0.122653027881395,0.0438188315106751,0.127664188625007,0.117013680513332,0.0567030194680228,0.103449731885349,0.0864716429057586,0.177840990082323,0.0364856463309428,0.127899240797195,0
"J1",0.0485262535992599,0.0618066553036897,0.0757000126349908,0.0676077898246859,0.114201244661553,0.0456564946657607,0.0851779488704548,0.187047237118956,0.210413716748179,0.10386264657247,0
"K1",0.153095816421024,0.00460717458614338,0.264095087638501,0.0376970311240639,0.084485014581868,0.0875560882874945,0.0363261871096449,0.13833940311575,0.0587432811542359,0.135054915981275,0
"A2",0.0930141512499619,0.0601134275383815,0.195023118825717,0.00171552745598797,0.0218853671998375,0.111985023868971,0.183629410514057,0.0297004754440241,0.103222017816906,0.199711480086156,0
"B2",0.0538039719879602,0.170507730882996,0.0957541204222889,0.0143139495875868,0.0547397589990973,0.0342976823398763,0.077186415321722,0.233939784542061,0.234306425446492,0.0311501604699193,0
"C2",0.118704154839795,0.00635256506713171,0.0841872542556413,0.162746865727798,0.030974306468108,0.0556928781617888,0.186245290572491,0.0922434209823966,0.118392239239869,0.144461024684981,0
"D2",0.0844577847080725,0.211396308891652,0.183776719633174,0.0246693798169352,0.0990808543724998,0.041170242830916,0.076629530726063,0.215551188582338,0.00899094929696356,0.0542770411413867,0
"E2",0.254733940275093,0.0129720779876151,0.0138179745145531,0.0181537673699761,0.049898167815046,0.139751131259203,0.0174477782672866,0.32616621882797,0.147340431503387,0.0197185121798698,0
"G2",0.0482875391532529,0.159123906117458,0.1431719323365,0.0146192014325063,0.0115664985612839,0.271524284395037,0.160526660296648,0.074698255943559,0.0704244719993102,0.0460572497644443,0
"H2",0.00302986232912301,0.124975766581696,0.293078288256637,0.121441320399741,0.0354327992460917,0.260756131862413,0.0861194056132156,0.0118503658201879,0.0253231262100582,0.0379929336808376,0
"I2",0.0613111812019952,0.0738633480100829,0.10732887565913,0.136887169873829,0.0950578047326809,0.181235765410449,0.171594142279036,0.0445886843404811,0.0967430189492232,0.031390009543093,0
"J2",0.135961093836849,0.181763714110997,0.0598477101464578,0.121171353329277,0.0387503228946736,0.19163771544426,0.0687759362472657,0.107599657877741,0.0499968891862021,0.0444956069262783,0
"K2",0.0736511431208881,0.116168376603355,0.0589266315203425,0.0284910377153328,0.137366617313705,0.0441505099345944,0.0606504229949778,0.152821046588836,0.0670649476020297,0.260709266605939,0
"A3",0.0658091398508629,0.0209817221252824,0.342316934700508,0.00077518532970715,0.172914518150964,0.0910428459462805,0.12448745485576,0.00224588735424899,0.164706784811923,0.0144973278716929,0.000222199002770675
"B3",0.226186494551174,0.00360775146793593,0.0110535223934126,0.0472889228066718,0.0605771450759214,0.000474049920359751,0.257251950065072,0.120679063855085,0.151860599412009,0.00106712585102619,0.119953374601332
"C3",0.00471876430294147,0.144826969372511,0.0607399196230936,0.332289387054305,0.118453085682806,5.06223106693528e-05,0.0557564459250514,0.137281142931408,0.127413280405806,0.00349723954139289,0.0149731428500158
"D3",0.0554943847203536,0.0252501487197905,0.141448202394701,0.0423648830170313,0.0264066513902452,0.176922570064903,0.391701113399411,0.0141543798403305,0.00713210121713754,0.105831892356399,0.0132936728796978
"E3",0.00793330275639359,0.185813017314369,0.0096757932872898,0.00910380575159042,0.0584342219908785,0.315579399486912,0.0400949263193195,0.0726035791090503,0.100746057815848,0.199151592725404,0.000864303442945183
"G3",0.0336752038607454,0.00791246399674956,0.0174450009993054,0.012826821335053,0.177382032898028,0.076923141082971,0.143113190117627,0.0296086287192524,0.260174593601709,0.213832884500507,0.0271060388880539
"H3",0.100730364361083,0.0386248676694932,0.102544530453194,0.108358474356252,3.88636393050564e-06,0.0957812571859622,0.0102050875903813,0.158296467360892,0.258196857491588,0.0239456114189568,0.103312595748266
"I3",0.00959137006913064,0.434775630384871,0.133739731625388,0.032275590104782,0.155044582267974,0.0144219724072865,0.0119617276304622,0.0810489502449047,0.0594064970791627,0.0675880431722685,0.000145905013769631
"J3",0.354684945021818,0.203540199653852,0.00293395109785676,0.121138952487603,0.00208198732083321,0.258384878765259,0.0239540396379678,0.000562168647351454,0.0172653667014289,0.0145871622458558,0.000866348420173461
"K3",0.201480194886439,0.0012948662119418,0.0206213304430369,0.0617464382641181,0.0991236789453123,0.0054712665873533,0.134866009916963,0.184250986902101,0.277068938636675,0.00146021363930414,0.0126160755667559
"A4",0.218044563322634,0.0587783127366267,0.0218204304181116,0.209466270432425,0.00733408839706469,0.0344233973270755,0.0251609397550701,0.023943891042359,0.10425592279771,0.0602783842044264,0.236493799566497
"B4",0.105374934873656,0.0529933718922216,0.127433504395831,0.0749164776533174,0.0347544269931493,0.095480570887988,0.0328188406778207,0.0584970286686016,0.0126051799286462,0.206909580308038,0.19821608372073
"C4",0.0652981794356016,0.258617112820898,0.122365268272776,0.007973156709342,0.0902947249374492,0.039560346463334,0.203378331929704,0.0122161746653447,0.0665783782937239,0.0761862558314683,0.0575320706403582
"D4",0.119509411684845,0.0377223515875313,0.0263880820891629,0.149239622878924,0.0939390218323711,0.0062797766370594,0.271204023067084,0.117035467624803,0.0117193603449424,0.0581569167301912,0.108805965523086
