"1","2","3","4"
"A1",0.710227875079376,0.289772124920624,0,0
"B1",0.241262732104317,0.758737267895684,0,0
"C1",0.999745353815069,0.000254646184930641,0,0
"D1",0.728399813138787,0.271600186861213,0,0
"E1",0.99965014173414,0.000349858265860512,0,0
"G1",0.76556685661658,0.23443314338342,0,0
"H1",0.831805788770605,0.168194211229395,0,0
"I1",0.999768656043521,0.000231343956479158,0,0
"J1",0.558520082250133,0.441479917749867,0,0
"K1",0.999800002029935,0.000199997970065172,0,0
"A2",0,0.955009059892722,0.0449909401072776,0
"B2",0,0.193222351215517,0.806777648784483,0
"C2",0,0.999828669222848,0.000171330777152126,0
"D2",0,0.0711399677542548,0.928860032245745,0
"E2",0,0.999863265843458,0.000136734156541889,0
"G2",0,0.999721887035058,0.000278112964941457,0
"H2",0,0.234967935278819,0.765032064721182,0
"I2",0,0.999811014979671,0.000188985020329404,0
"J2",0,0.999174868460378,0.000825131539622432,0
"K2",0,0.989025628307683,0.0109743716923171,0
"A3",0,0,0.878842912727344,0.121157087272656
"B3",0,0,0.469600384162489,0.530399615837511
"C3",0,0,0.985723819854025,0.0142761801459753
"D3",0,0,0.995462359253104,0.00453764074689567
"E3",0,0,0.999412631316038,0.000587368683962521
"G3",0,0,0.801272392940963,0.198727607059037
"H3",0,0,0.754175121890136,0.245824878109864
"I3",0,0,0.997732733690103,0.00226726630989687
"J3",0,0,0.906361117650648,0.0936388823493519
"K3",0,0,0.999709400922402,0.000290599077597531
"END3",0,0,1,0
"A4",0,0,0,1
"B4",0,0,0,1
"C4",0,0,0,1
"D4",0,0,0,1
"E4",0,0,0,1
"G4",0,0,0,1
"H4",0,0,0,1
"I4",0,0,0,1
"J4",0,0,0,1
"K4",0,0,0,1
"END4",0,0,0,1
