"1","2","3","4"
"A1",0.995065252127578,0.00493474787242166,0,0
"B1",0.478180698190039,0.52181930180996,0,0
"C1",0.971584860582363,0.0284151394176373,0,0
"D1",0.373872290001611,0.626127709998389,0,0
"E1",0.570998678382766,0.429001321617234,0,0
"G1",0.990781854208173,0.00921814579182727,0,0
"H1",0.83981013680284,0.16018986319716,0,0
"I1",0.999425408482514,0.000574591517485695,0,0
"J1",0.815396403823819,0.184603596176181,0,0
"K1",0.410906486675684,0.589093513324316,0,0
"A2",0,0.936887699846834,0.0631123001531661,0
"B2",0,0.208533598202829,0.791466401797171,0
"C2",0,0.999668247559676,0.00033175244032362,0
"D2",0,0.626212518770917,0.373787481229083,0
"E2",0,0.090443880188282,0.909556119811718,0
"G2",0,0.709841584747237,0.290158415252763,0
"H2",0,0.985144639573497,0.0148553604265028,0
"I2",0,0.165055932142757,0.834944067857243,0
"J2",0,0.47838034908707,0.52161965091293,0
"K2",0,0.138676750194332,0.861323249805668,0
"A3",0,0,0.174001305540969,0.825998694459031
"B3",0,0,0.999100802174331,0.000899197825669031
"C3",0,0,0.8705650013601,0.1294349986399
"D3",0,0,0.66393525242501,0.33606474757499
"E3",0,0,0.419031434141573,0.580968565858426
"G3",0,0,0.998094802073939,0.00190519792606058
"H3",0,0,0.658080517106843,0.341919482893157
"I3",0,0,0.101180961414688,0.898819038585312
"J3",0,0,0.999999999807445,1.92555102805725e-10
"K3",0,0,0.507712236899227,0.492287763100773
"END3",0,0,1,0
"A4",0,0,0,1
"B4",0,0,0,1
"C4",0,0,0,1
"D4",0,0,0,1
"E4",0,0,0,1
"G4",0,0,0,1
"H4",0,0,0,1
"I4",0,0,0,1
"J4",0,0,0,1
"K4",0,0,0,1
"END4",0,0,0,1
