"1","2","3","4"
"A1",0.9438363732606,0.0561636267394001,0,0
"B1",0.997731363635322,0.00226863636467826,0,0
"C1",0.999889527316975,0.00011047268302455,0,0
"D1",0.99979778190303,0.000202218096970046,0,0
"E1",0.970451257341798,0.0295487426582021,0,0
"G1",0.84503642216787,0.15496357783213,0,0
"H1",0.97188535078431,0.0281146492156903,0,0
"I1",0.370771336226299,0.629228663773701,0,0
"J1",0.884937201511325,0.115062798488675,0,0
"K1",0.0394709807808449,0.960529019219155,0,0
"A2",0,0.532823912269345,0.467176087730655,0
"B2",0,0.999999720012018,2.79987981702662e-07,0
"C2",0,0.984031606251508,0.015968393748492,0
"D2",0,0.00601257556864106,0.993987424431359,0
"E2",0,0.988470845092741,0.0115291549072591,0
"G2",0,0.158100824082129,0.841899175917871,0
"H2",0,0.58618452641973,0.41381547358027,0
"I2",0,0.98176768355635,0.0182323164436499,0
"J2",0,0.999699378310688,0.000300621689311616,0
"K2",0,0.926586432353925,0.0734135676460746,0
"A3",0,0,0.963543677982982,0.0364563220170177
"B3",0,0,0.934198082978255,0.0658019170217454
"C3",0,0,0.999935661311026,6.43386889738905e-05
"D3",0,0,0.906114253517884,0.0938857464821155
"E3",0,0,0.997640606901809,0.00235939309819153
"G3",0,0,0.779431129130085,0.220568870869915
"H3",0,0,0.97490161133875,0.0250983886612497
"I3",0,0,0.998818860688177,0.00118113931182297
"J3",0,0,0.864203031598974,0.135796968401026
"K3",0,0,0.995240198938895,0.00475980106110529
"END3",0,0,1,0
"A4",0,0,0,1
"B4",0,0,0,1
"C4",0,0,0,1
"D4",0,0,0,1
"E4",0,0,0,1
"G4",0,0,0,1
"H4",0,0,0,1
"I4",0,0,0,1
"J4",0,0,0,1
"K4",0,0,0,1
"END4",0,0,0,1
