"1","2","3","4"
"A1",0.463712782745755,0.536287217254245,0,0
"B1",0.644289665970684,0.355710334029316,0,0
"C1",0.430504564263401,0.569495435736599,0,0
"D1",0.684173256449238,0.315826743550762,0,0
"E1",0.999822540485003,0.000177459514997457,0,0
"G1",0.924206867953598,0.0757931320464019,0,0
"H1",0.999400581394306,0.000599418605693725,0,0
"I1",0.766907268910521,0.233092731089479,0,0
"J1",0.860178469995296,0.139821530004704,0,0
"K1",0.800886622962582,0.199113377037418,0,0
"A2",0,0.999703883609658,0.000296116390341628,0
"B2",0,0.532580870387853,0.467419129612147,0
"C2",0,0.388786700779989,0.611213299220011,0
"D2",0,0.999745621836313,0.000254378163686714,0
"E2",0,0.999684996643877,0.000315003356122796,0
"G2",0,0.567712286403621,0.432287713596379,0
"H2",0,0.773135774959725,0.226864225040275,0
"I2",0,0.7125848123889,0.2874151876111,0
"J2",0,0.67142740860138,0.32857259139862,0
"K2",0,0.999772588569567,0.000227411430432866,0
"A3",0,0,0.61217627131681,0.38782372868319
"B3",0,0,0.552395268979055,0.447604731020945
"C3",0,0,0.999765694541504,0.000234305458496302
"D3",0,0,0.976783301694589,0.0232166983054106
"E3",0,0,0.716390445047679,0.283609554952321
"G3",0,0,0.506880144587447,0.493119855412554
"H3",0,0,0.999661847636043,0.000338152363956984
"I3",0,0,0.999538163807384,0.0004618361926159
"J3",0,0,0.748370057431467,0.251629942568533
"K3",0,0,0.958991773854505,0.041008226145495
"END3",0,0,1,0
"A4",0,0,0,1
"B4",0,0,0,1
"C4",0,0,0,1
"D4",0,0,0,1
"E4",0,0,0,1
"G4",0,0,0,1
"H4",0,0,0,1
"I4",0,0,0,1
"J4",0,0,0,1
"K4",0,0,0,1
"END4",0,0,0,1
